SUPT16H	VRK1
RPS3	VRK1
VRK1	XRCC6
DDX3X	VRK1
PARP1	VRK1
HNRNPD	VRK1
H1-2	VRK1
SRSF6	VRK1
HNRNPU	VRK1
VRK1	XRCC5
HNRNPF	VRK1
CLIP2	VRK1
AHCYL1	VRK1
RPS6	VRK1
RPLP2	VRK1
EVI5	VRK1
SSB	VRK1
CBX3	VRK1
NAP1L1	VRK1
SETD5	VRK1
DHX9	VRK1
CHTOP	VRK1
TUBB	VRK1
HADHA	VRK1
MACROH2A1	VRK1
HSPD1	VRK1
PTBP1	VRK1
HMGA2	VRK1
RPS2	VRK1
BANF1	VRK1
TUBA1C	VRK1
NUCB1	VRK1
ALYREF	VRK1
H1-10	VRK1
MAD1L1	VRK1
RPLP0	VRK1
DDX5	VRK1
TNFAIP3	VRK1
RPL15	VRK1
RPS14	VRK1
RPL24	VRK1
RPL19	VRK1
H2AC6	VRK1
SYNCRIP	VRK1
RPS17	VRK1
RPL12	VRK1
RPL3	VRK1
RPL18	VRK1
RPL29	VRK1
RPL23A	VRK1
RPL30	VRK1
RPL31	VRK1
RPL11	VRK1
RPL22	VRK1
HSPA9	VRK1
RPS9	VRK1
RPS11	VRK1
RPL7	VRK1
TRIM21	VRK1
RPS27	VRK1
RPL27A	VRK1
RPL28	VRK1
RPL34	VRK1
RPL14	VRK1
RPS24	VRK1
RPL10A	VRK1
RPS27A	VRK1
SRSF3	VRK1
RPL6	VRK1
RPL35	VRK1
RPS29	VRK1
SRP14	VRK1
CS	VRK1
H1-0	VRK1
H2AZ2	VRK1
RPL35A	VRK1
RPL9	VRK1
RPS19	VRK1
RPL27	VRK1
RPL37A	VRK1
RPS7	VRK1
RPS15A	VRK1
RPS16	VRK1
RPS23	VRK1
RPS18	VRK1
SNRPE	VRK1
RPS4X	VRK1
RPS15	VRK1
RPS25	VRK1
FAU	VRK1
RPL32	VRK1
RPL8	VRK1
RPL38	VRK1
DDX18	VRK1
PRPF19	VRK1
RPL36	VRK1
MAP4K1	VRK3
CNTRL	VRK3
ACTA1	VRK3
DYNC2LI1	VRK3
HSPA4	VRK1
AASS	P4HA1
AASS	HSP90AA1
AASS	HSP90AB1
AASS	SND1
AASS	LRPPRC
AASS	HADHA
AASS	ATP5F1C
OXCT1	SH3BGRL3
ABAT	PGD
ACSF2	SUCLG2
AASS	VDAC2
BCKDHB	HK1
AASS	ATP5PB
AASS	SHMT2
ALDH4A1	FABP3
BCKDHB	LRPPRC
ABAT	HINT2
BCKDHB	NDUFA9
ABAT	ANXA5
ALDH4A1	LYPLAL1
BCKDHB	TPP1
BCKDHB	NDUFV1
BCKDHB	PON2
ABAT	ACP6
BCKDHB	NNT
ALDH4A1	LAP3
ACSF2	GSTO1
FABP3	LYPLAL1
BCKDHB	UQCRC1
AASS	VCP
HK1	P3H2
COX17	NMES1
PKM	TST
ALDH4A1	CRYZ
ABAT	FKBP3
BCKDHB	POR
BCKDHB	VCP
BCKDHB	P4HA1
AASS	BCAP31
BCKDHB	NDUFS1
ATP2A2	BCKDHB
ACSF2	FDX2
IDH2	TST
ALDH4A1	FXN
FABP3	IDH2
FABP3	HMGCL
CYB5B	POMK
ASPH	BCKDHB
CYB5R3	NSDHL
DSTN	FABP3
ABAT	ECI1
ABAT	ETFA
FKBP9	MGARP
MGARP	SDF4
AASS	CTNNB1
GRPEL1	MGARP
ATP6V1A	BCKDHB
ALDH4A1	PMPCA
ALDH4A1	CLIC4
DES	VCP
ALDH4A1	HMGCL
ALDH4A1	TBCA
ALDH4A1	PTRHD1
ARHGAP19	SYNJ2BP
ALDH1B1	PPP2R1A
CYB5A	GPRC5A
MAN2B1	MGARP
PEBP1	STXBP2
BCKDHB	CYC1
BCKDHB	ETFDH
ANXA1	FABP3
ALDH4A1	GLRX5
LARS2	TST
BCKDHB	COMT
GTF2H4	RCN2
EHHADH	ETHE1
MGARP	RCN3
ALDH4A1	CLIC1
ALDH4A1	GSTP1
BCKDHB	UQCRC2
ACOT9	NMES1
GSTK1	TST
AGPS	LOX
ALDH4A1	COX4I1
FABP3	TKT
ATP6V1A	LOX
ALDH1B1	NDUFB10
ACSF2	TPI1
FABP3	MSRB2
DOCK10	SUCLG1
FABP3	PTRHD1
FKBP3	YKT6
ALDH4A1	IDH2
ALDH4A1	TST
TIMM13	TST
HADHB	MME
NMES1	PRDX5
ACAT1	NMES1
ALDH4A1	MSRB2
GTF2H4	MGARP
ACSF2	PITRM1
NMES1	TXN
ALDH4A1	MPST
ACSF2	DOCK10
ACSF2	ANXA5
CYB5R3	MME
ALDH1B1	GRPEL1
ACOT13	OBSCN
FABP3	TST
MGARP	NUCB1
ACSF2	ACTB
FABP3	GSTK1
FABP3	PKM
BCKDHB	NDUFS3
HDHD3	THEM4
HK1	RP2
LRP4	TST
ABAT	HMGCS1
ACSF2	TSFM
NDUFA3	NMES1
BCKDHB	SLC25A13
LYPLAL1	TST
BCKDHB	CAVIN1
NMES1	VDAC3
CRTAP	MGARP
MGARP	SIL1
MSRB2	TST
ACADSB	LYPLA1
ALDH1B1	VPS35
AK2	FABP3
ACSF2	NDUFAB1
MSRB2	NMES1
CYB5B	EVA1B
MGARP	NUCB2
BCKDHB	CANX
GTF2H4	NUCB2
LOX	NDUFB8
GRPEL1	GTF2H4
ACSF2	SUCLG1
JTB	LOX
NSDHL	PEBP1
ACADSB	TXNDC12
DOCK10	FDX2
HK1	LUM
FAHD2A	TST
CARS2	FABP3
ATP5F1C	LOX
ALDH1B1	GLS
DOCK10	SUCLG2
LYPLA1	NMES1
MGARP	QPRT
ISOC2	TST
DSTN	TST
NMES1	OCIAD2
DOCK10	GSTO1
MRPS30	YKT6
GNG5	NMES1
SOD2	TST
AADAT	MCFD2
AADAT	TXNRD2
AADAT	ACOX1
AADAT	AGA
ALDH16A1	HACD3
ALDH16A1	LRRC59
AARS2	ALDH1B1
ALDH1B1	DIABLO
ALDH1B1	ECH1
ALDH1B1	IARS2
ALDH1B1	PFDN4
ALDH1B1	RAD23A
ALDH1B1	SSBP1
ALDH1B1	VBP1
ALDH1B1	YWHAE
ALDH1B1	YWHAG
ALDH1B1	YWHAH
ALDH1B1	YWHAZ
ALDH1B1	ALDH2
ACO2	ALDH4A1
ALDH7A1	NIPSNAP3B
AADAT	ANXA6
ARMCX2	CHCHD3
ARMCX2	LRRC59
ATF6	EPHX2
ATP2A1	ATP2A2
ATP2A1	BSG
ATP2A1	CANX
ATP2A1	NPTN
BID	C1orf198
BID	RAB11FIP5
ALDH1B1	CAPNS1
ACSF2	CCS
AADAT	CHCHD4
AADAT	CS
CS	ENO2
CS	TF
CUTA	TF
BID	DDAH2
DDAH2	HDHD3
ALDH16A1	DLAT
AADAT	ECHS1
AADAT	ENO2
ACOX1	ENO2
CHCHD4	ENO2
ECHS1	ENO2
ENO2	GOT1
ENO2	KYAT3
ENO2	OXCT1
ENO2	TRAP1
ENO2	TXNRD2
ACAA2	EPHX2
BCAT1	EPHX2
EPHX2	NPEPPS
AGMAT	FDPS
EPHX2	FDPS
ACSF2	GMPS
AADAT	GOT1
AGMAT	GPX1
AADAT	GSR
ENO2	GSR
GSR	TF
ALDH1B1	HEXA
EPHX2	HIBADH
BID	HINT1
ALDH16A1	HSD17B4
HSD17B4	SPATA7
AADAT	IDH1
ENO2	IDH1
IDH1	TF
ALDH16A1	ILF3
ARMCX2	IMMT
EPHX2	IMPDH2
ALDH16A1	KARS1
ACSF2	POGLUT3
AADAT	KYAT3
LAMA4	SLIRP
EPHX2	LDHA
ALDH16A1	LRPPRC
BID	MPST
ACSF2	NAXE
ARMCX2	NDUFA2
ARMCX2	NDUFA7
ARMCX2	NDUFS1
ARMCX2	NDUFS4
AADAT	OAT
ENO2	OAT
AADAT	OXCT1
ALDH16A1	PARP1
ACSF2	PCK2
ALDH16A1	PDHX
PEBP1	TST
AADAT	PGD
ALDH16A1	PHB
ACSF2	PMPCB
PRDX3	SPATA7
ALDH16A1	RARS1
FABP3	SH3BGRL
ALDH16A1	SND1
AGMAT	SPARC
EPHX2	SPARC
CYB5R1	SPATA7
BID	TBCA
AADAT	TF
AGA	TF
DLD	TF
ECHS1	TF
ECI1	TF
ENO2	TF
GOT1	TF
OAT	TF
OXCT1	TF
PGD	TF
TF	TXNRD2
TF	TYK2
AADAT	TRAP1
FABP3	TRIAP1
DGUOK	TST
SH3BGRL3	TST
AADAT	TYK2
ALDH1B1	UBA1
TST	UBE2N
ARMCX2	WFS1
ARMCX2	KTN1
ASS1	EOGT
ASS1	SERPINE1
BID	FOXK1
BID	NUP93
BID	SUMO1
NIPSNAP2	SLC4A1
MTX1	PLXNA4
PEBP1	RBM10
ARPC4	SLC25A4
SLC4A1	TOMM40
SRARP	TOMM22
ABCB6	CACNA2D1
BID	CBX5
BID	GIPC1
DNAJC11	MME
NUP93	RAB11FIP5
PDZD2	RAB11FIP5
PLXNA4	TOMM22
PEBP1	PTPRD
MCL1	RBM10
HADHB	SLC4A1
SLC4A1	VDAC2
SLC4A1	VDAC3
RAB11FIP5	STXBP2
BID	TPT1
ATG13	RPTOR
NRBF2	RPTOR
MAP1LC3B	SRC
ATG4B	RAB7B
MAP1LC3A	RAB7B
C2CD4C	PTEN
CDH3	PTEN
CENPL	PTEN
IGSF10	PTEN
NRCAM	PTEN
PTEN	RAMP2
PTEN	RYR3
PTEN	SRGAP1
PTEN	RPTOR
PTEN	UBE2S
PTEN	TWIST1
PTEN	SNAI1
PPARG	PROX1
PSMD14	XCR1
PSMD14	TMOD1
IQCE	PSMD14
MICALL2	PSMD14
PSMD14	PUSL1
GPRC5A	PSMD14
GIPC2	PSMD14
PSMD14	TMC2
PKHD1	PSMD14
PCLO	PSMD14
KRI1	PSMD14
PATJ	PSMD14
PSMD14	SYTL1
BCAR1	PSMD14
KHDRBS3	PSMD14
ARHGEF39	PSMD14
DUOXA1	PSMD14
LRIG3	PSMD14
PSMD14	TLR9
DNAH5	PSMD14
GUF1	PSMD14
EFCAB2	PSMD14
FLG	PSMD14
L3MBTL4	PSMD14
ART4	PSMD14
AVPR1A	PSMD14
MANEA	PSMD14
PDE5A	RHOBTB1
MRE11	PELI1
ATG4B	MAP1LC3C
ATG4C	GABARAP
ATG4C	MAP1LC3B
ATG9A	SRC
RAC1	SRC
ANPEP	APEX1
HSP90AA1	NMNAT2
MAPT	NMNAT2
DYRK1A	IRS1
DYRK1A	TPM1
DYRK1A	PDLIM5
DYRK1A	NUP155
DYRK1A	TMOD2
DYRK1A	G6PD
DYRK1A	RBM10
APEX1	VANGL1
APEX1	DOCK9
APEX1	POLD1
APEX1	NEDD4
NEDD4	UBE2I
APEX1	KRT7
APEX1	BCAR1
APEX1	ZBTB14
APEX1	SLC4A2
APEX1	RASGRP1
APEX1	SPRYD7
APEX1	SLC10A3
APEX1	LPCAT1
APEX1	ENO3
APEX1	FOSB
APEX1	UNC5C
APEX1	LIMCH1
APEX1	MECOM
APEX1	FCHO1
APEX1	MATR3
APEX1	ZGPAT
APEX1	TPM1
APEX1	TAS2R14
APEX1	CDIN1
APEX1	LIG4
APEX1	UHRF1
APEX1	BRWD1
APEX1	CDCA7
APEX1	SPIDR
APEX1	MEIS3
APEX1	MAP7
APEX1	CTDP1
APEX1	FANCI
APEX1	DNMT3B
APEX1	ODF2L
APEX1	STX1A
ADGRB2	APEX1
APEX1	ERG
APEX1	DCLK2
APEX1	BRF1
APEX1	PFAS
APEX1	SMAD9
APEX1	GTF2IRD2B
APEX1	NT5C
APEX1	SHKBP1
ADAM8	APEX1
APEX1	CLSTN3
APEX1	ATP13A2
APEX1	CDCA3
APEX1	BMERB1
APEX1	ZBTB48
APEX1	RFC2
APEX1	CLIP2
APEX1	ARID4A
APEX1	ITGB4
APEX1	CEP290
APEX1	OSR2
APEX1	MSLN
APEX1	NAPRT
APEX1	ELMOD3
APEX1	PROM2
APEX1	MYO6
APEX1	TP73
APEX1	MAD1L1
ABCB7	APEX1
APEX1	SEPTIN8
APEX1	TRMT44
APEX1	CIAO3
APEX1	IFT74
APEX1	MALT1
APEX1	CASKIN2
APEX1	SMARCAL1
APEX1	TMEM184A
APEX1	SPTBN2
APEX1	ZMYM1
APEX1	UBXN6
APEX1	ZFP30
APEX1	LTB4R
APEX1	TGM1
ACSF2	APEX1
APEX1	SLC41A2
APEX1	TMOD1
APEX1	MFAP4
APEX1	CERCAM
APEX1	REXO4
APEX1	TRIM6
APEX1	PAOX
APEX1	EPS8L2
APEX1	ENKD1
APEX1	RAET1E
AASS	APEX1
APEX1	MAPRE2
APEX1	ZCCHC10
APEX1	SENP7
APEX1	KIAA1841
APEX1	MPHOSPH9
ALDH16A1	APEX1
APEX1	SLC9A1
APEX1	NOL3
APEX1	RPGR
APEX1	TRAF4
ABLIM3	APEX1
MAD1L1	SUMO1
MAD1L1	SUMO2
MAD1L1	PML
PLAA	UBXN6
UBXN6	YOD1
UBC	UBXN6
GCNA	SUMO2
NRF1	SIAH2
RPTOR	SHOC2
TLR4	TRIM44
CALML5	TRIM44
KLF8	NEDD4
GPC4	PTPRS
GPC4	PTPRD
GPC4	PTPRF
GPC6	PTPRS
ATG7	PRKCD
ATXN3	HTT
HTT	POLR2A
HTT	PNKP
ITGA2B	SHARPIN
FABP5	RARA
HSPB1	RARA
ATP8B2	RARA
PKP3	RARA
RARA	S100A3
RARA	SELENBP1
RARA	RPS27A
CEP83	RARA
MACROH2A2	RARA
H1-0	RARA
H2AC6	RARA
H2AZ2	RARA
H2BC7	RARA
RARA	RSL1D1
GTF2I	RARA
KHDRBS1	RARA
LRRC15	RARA
PSPC1	RARA
RARA	RBM3
RARA	SNRNP70
HNRNPA0	RARA
RARG	S100A3
NCOR1	S100A3
AHNAK2	DYRK1A
DYRK1A	PPL
DYRK1A	RAI14
DYRK1A	EVPL
DYRK1A	LIMCH1
DYRK1A	TPX2
CENPF	DYRK1A
DYRK1A	ITGB4
CCDC15	DYRK1A
DYRK1A	IKBIP
RNF38	SPIDR
CUL3	KBTBD11
DDB2	NR5A2
TRAF4	USP10
CCDC124	DYRK1A
CCDC97	DYRK1A
DYRK1A	KRI1
DYRK1A	LIG1
CNTN1	CNTN1
CD74	DDX60
CD74	DGKE
CD74	GEMIN4
CD74	GTF2I
CD74	IQGAP2
CD74	KRT1
AIFM1	DDX60
AKAP8L	DDX60
ASCC2	DDX60
ASCC3	DDX60
BAG2	DDX60
BAG5	DDX60
DDX47	DDX60
DDX60	DNAJB1
DDX60	DNAJC7
DDX60	EIF1
DDX60	EIF2S1
DDX60	EIF2S2
DDX60	EIF2S3
DDX60	EIF3A
DDX60	EIF3B
DDX60	EIF3D
DDX60	EIF3E
DDX60	EIF3F
DDX60	EIF3G
DDX60	EIF3H
DDX60	EIF3I
DDX60	EIF3J
DDX60	EIF3K
DDX60	EIF3L
DDX60	EIF3M
DDX60	EIF4G1
DDX60	EIF4G2
DDX60	EIF5B
DDX60	ERH
DDX60	G6PD
DDX60	H1-0
DDX60	HADHB
DDX60	HSP90AA1
DDX60	MAGED1
DDX60	NARS1
DDX60	NCAPD2
DDX60	NOLC1
DDX60	NUP155
DDX60	NUP43
DDX60	PA2G4
DDX60	PDAP1
DDX60	PFKL
DDX60	PNN
DDX60	PPP6C
DDX60	PPP6R3
DDX60	PRRC2A
DDX60	PRRC2B
DDX60	PRRC2C
DDX60	RCN2
DDX60	STIP1
DDX60	STUB1
DDX60	SUGT1
DDX60	UBE3C
DDX60	UBR5
DDX60	URB1
DDX60	WDR18
DDX60	WDR3
HOXA5	IFITM3
CCDC124	IRF2
CDK1	IRF2
IRF2	KRT1
IRF2	RFC2
CCDC124	MAP3K14
IQGAP2	MAP3K14
CALML5	OASL
CSTA	OASL
GEMIN4	OASL
IGF2BP2	OASL
JCHAIN	OASL
KRI1	OASL
MOV10	OASL
OASL	RRP15
ALDH1B1	SLC25A28
PES1	TCF7L2
RFC2	TCF7L2
TCF7L2	URB1
ALYREF	MAP7
BCL2L14	CDK1
BCL2L14	COPG2
BCL2L14	FANCI
BCL2L14	HOXA5
BCL2L14	IQGAP2
BCL2L14	NUBPL
BAG2	HPSE
BAG5	HPSE
CLIC1	HPSE
DNAJA1	HPSE
DNAJA2	HPSE
DNAJB1	HPSE
DNAJC7	HPSE
HPSE	HSPA2
HPSE	HSPA4
HPSE	HSPH1
HPSE	PSMB3
HPSE	STIP1
HPSE	STUB1
HPSE	SUN2
BAG5	IFI44L
CALML5	IFI44L
IFI44L	LDHA
IFI44L	LYZ
IFI44L	MDH1
IFI44L	PSMA1
IFI44L	RAB3GAP1
HK2	IRF7
ACADSB	MS4A4A
AFG3L2	MS4A4A
AGPAT2	MS4A4A
ALDH3A2	MS4A4A
ATP6V1H	MS4A4A
CAND1	MS4A4A
CHP1	MS4A4A
CSE1L	MS4A4A
DNAAF5	MS4A4A
ECPAS	MS4A4A
EIF2B4	MS4A4A
FLOT2	MS4A4A
HIGD1A	MS4A4A
HSD17B12	MS4A4A
ILVBL	MS4A4A
IRAK1	MS4A4A
MON2	MS4A4A
MS4A4A	NUP210
MS4A4A	PHGDH
GCN1	MS4A4A
MS4A4A	PRKDC
MS4A4A	SLC25A11
MS4A4A	TMX3
MS4A4A	TRIP13
MS4A4A	XPO1
MS4A4A	XPO5
MS4A4A	XPOT
L2HGDH	NT5C3A
NT5C3A	THEM6
SMAD4	TRIM47
CDK1	TNFRSF10A
NUBPL	TNFRSF10A
CARD10	MOV10
CFL2	MOV10
FUBP3	MOV10
GNB1	MOV10
HNRNPA0	MOV10
HNRNPUL2	MOV10
LARP1	MOV10
MOV10	MRPS25
MOV10	NCBP1
MOV10	ZNF326
CACNA2D1	SCARB2
ITPR1	SCARB2
ITPR3	SCARB2
L2HGDH	SCARB2
LAMB1	SCARB2
LMO7	SCARB2
NOL6	SCARB2
PLEKHG3	SCARB2
SCARB2	SPTBN2
SCARB2	TMOD1
SCARB2	WDR18
ABCC1	SLC15A3
ACAD9	SLC15A3
ADAM10	SLC15A3
COQ8B	SLC15A3
AGPAT2	SLC15A3
AIFM1	SLC15A3
ALDH3A2	SLC15A3
ALDOA	SLC15A3
AMFR	SLC15A3
ANKRD13A	SLC15A3
AP3D1	SLC15A3
AP3S1	SLC15A3
ARCN1	SLC15A3
ASPH	SLC15A3
ATAD3A	SLC15A3
ATP13A3	SLC15A3
ATP1A1	SLC15A3
ATP1B1	SLC15A3
ATP1B3	SLC15A3
ATP2A2	SLC15A3
ATP2B1	SLC15A3
ATP5F1A	SLC15A3
ATP5F1B	SLC15A3
ATP5F1D	SLC15A3
ATP5PB	SLC15A3
ATP5PD	SLC15A3
ATP5ME	SLC15A3
ATP5PF	SLC15A3
ATP5MF	SLC15A3
ATP5MG	SLC15A3
ATP5PO	SLC15A3
DMAC2	SLC15A3
AUP1	SLC15A3
MAIP1	SLC15A3
CAD	SLC15A3
CAND1	SLC15A3
CAND2	SLC15A3
CANX	SLC15A3
CCDC47	SLC15A3
CERS2	SLC15A3
CHCHD2	SLC15A3
CHP1	SLC15A3
CIAO1	SLC15A3
CKB	SLC15A3
CLCC1	SLC15A3
CLPTM1L	SLC15A3
COPA	SLC15A3
COPB1	SLC15A3
COPB2	SLC15A3
COPE	SLC15A3
COPG1	SLC15A3
COPG2	SLC15A3
COX4I1	SLC15A3
COX5A	SLC15A3
CTSB	SLC15A3
CUL2	SLC15A3
CUX1	SLC15A3
DCAF8	SLC15A3
DDB1	SLC15A3
DDOST	SLC15A3
DDX20	SLC15A3
DERL2	SLC15A3
DGKE	SLC15A3
DHCR24	SLC15A3
DNAJB11	SLC15A3
DNAJB12	SLC15A3
DNAJC10	SLC15A3
ECSIT	SLC15A3
EI24	SLC15A3
EIF2B3	SLC15A3
EIF2B4	SLC15A3
EIF2B5	SLC15A3
EMD	SLC15A3
ERLEC1	SLC15A3
ERLIN1	SLC15A3
ERLIN2	SLC15A3
ESYT2	SLC15A3
EVI5L	SLC15A3
FAF2	SLC15A3
RETREG3	SLC15A3
CIAO2B	SLC15A3
FANCI	SLC15A3
FAR1	SLC15A3
GALNT3	SLC15A3
GEMIN4	SLC15A3
GJA1	SLC15A3
GOLPH3	SLC15A3
HACD3	SLC15A3
HADHA	SLC15A3
HADHB	SLC15A3
HAX1	SLC15A3
HEATR1	SLC15A3
HIGD1A	SLC15A3
HK1	SLC15A3
HK2	SLC15A3
HMGCR	SLC15A3
HNRNPAB	SLC15A3
HOXB6	SLC15A3
HSD17B12	SLC15A3
HUWE1	SLC15A3
ILVBL	SLC15A3
IPO13	SLC15A3
IPO8	SLC15A3
IPO9	SLC15A3
IQGAP2	SLC15A3
IRAK1	SLC15A3
IRS4	SLC15A3
ITPR2	SLC15A3
KHSRP	SLC15A3
KPNB1	SLC15A3
LAMTOR1	SLC15A3
LBR	SLC15A3
LMBRD2	SLC15A3
LNPK	SLC15A3
LRRC59	SLC15A3
LTN1	SLC15A3
LUC7L2	SLC15A3
MCM7	SLC15A3
MLEC	SLC15A3
MLLT11	SLC15A3
MMS19	SLC15A3
MON2	SLC15A3
MSH6	SLC15A3
NDC1	SLC15A3
NDUFB10	SLC15A3
NOM1	SLC15A3
NUP210	SLC15A3
OAT	SLC15A3
PBXIP1	SLC15A3
PEX19	SLC15A3
PGRMC1	SLC15A3
PHB	SLC15A3
PHB2	SLC15A3
PIGK	SLC15A3
PIGS	SLC15A3
PIGT	SLC15A3
PLD3	SLC15A3
PON2	SLC15A3
PPM1G	SLC15A3
PPP6C	SLC15A3
GCN1	SLC15A3
PRKDC	SLC15A3
PTPN1	SLC15A3
PTRH2	SLC15A3
RAB18	SLC15A3
RABL3	SLC15A3
RARS2	SLC15A3
RCN2	SLC15A3
RHOT2	SLC15A3
RPL14	SLC15A3
RPN1	SLC15A3
RPN2	SLC15A3
RRP1	SLC15A3
RRP12	SLC15A3
SACM1L	SLC15A3
SCO2	SLC15A3
SDF4	SLC15A3
SEC22B	SLC15A3
SEC61B	SLC15A3
SGPL1	SLC15A3
SLC15A3	SLC1A5
SLC15A3	SLC25A6
SLC15A3	SLC27A2
SLC15A3	SLC27A4
SLC15A3	SLC30A7
SLC15A3	SLC35E1
SLC15A3	SLC39A14
SLC15A3	SLC39A7
SLC15A3	SMG1
SLC15A3	SNRPE
SLC15A3	SNRPF
SLC15A3	SNX19
SLC15A3	SPTLC1
SLC15A3	SPTLC2
SLC15A3	STAU1
SLC15A3	STOML2
SLC15A3	STT3A
SLC15A3	SURF4
SLC15A3	TECR
SLC15A3	THADA
SLC15A3	TIMM13
SLC15A3	TIMM50
SLC15A3	TIMM8B
SLC15A3	TM9SF3
SLC15A3	TMED10
PGAP4	SLC15A3
SLC15A3	TMEM259
SLC15A3	TMX3
SLC15A3	TNPO1
SLC15A3	TNPO3
SLC15A3	TRAM1
SLC15A3	TRIP13
SLC15A3	TTN
SLC15A3	TUBA1A
SLC15A3	TUBA1C
SLC15A3	TUBB2A
SLC15A3	TUBB4A
SLC15A3	TUBB6
SLC15A3	TUBGCP2
SLC15A3	UBR4
SLC15A3	VCP
SLC15A3	VDAC1
SLC15A3	VDAC2
SLC15A3	VPS4A
SLC15A3	XPO1
SLC15A3	XPOT
SLC15A3	YIF1B
SLC15A3	YTHDF2
SLC15A3	YWHAE
LUC7L	SLC15A3
ACTA2	VMP1
ACTR2	VMP1
ACTR3	VMP1
ALPL	VMP1
ARPC1B	VMP1
ARPC2	VMP1
ARPC3	VMP1
ARPC4	VMP1
ARPC5	VMP1
ATP6V0D1	VMP1
BASP1	VMP1
BSG	VMP1
BST2	VMP1
CACNA2D1	VMP1
CALD1	VMP1
CAPZA1	VMP1
CAPZA2	VMP1
CAPZB	VMP1
CD109	VMP1
CISD2	VMP1
COBL	VMP1
CORO1B	VMP1
CSRP2	VMP1
CTTN	VMP1
DHX32	VMP1
DST	VMP1
RFLNB	VMP1
FLNA	VMP1
FLNB	VMP1
GSN	VMP1
IQGAP1	VMP1
ITPR1	VMP1
KIAA1671	VMP1
LRRFIP1	VMP1
LRRFIP2	VMP1
MICAL3	VMP1
MTX2	VMP1
NEXN	VMP1
PCM1	VMP1
PDCD6IP	VMP1
PGRMC1	VMP1
PGRMC2	VMP1
PICALM	VMP1
PLEKHG3	VMP1
PPM1G	VMP1
PPP1CA	VMP1
PPP1CC	VMP1
RAB18	VMP1
RACGAP1	VMP1
RPL39	VMP1
RRP1B	VMP1
SAMM50	VMP1
SDHA	VMP1
SOAT1	VMP1
SPECC1L	VMP1
SPTBN1	VMP1
SPTLC1	VMP1
SRP9	VMP1
ITPRID2	VMP1
TMOD1	VMP1
TPM1	VMP1
TPM4	VMP1
TRIOBP	VMP1
UMPS	VMP1
VAPA	VMP1
VMP1	WDR1
VMP1	WDR18
LYAR	VMP1
ALDH3A2	TNFSF13B
ARFGAP1	TNFSF13B
ARFGEF3	TNFSF13B
BZW2	TNFSF13B
CAND1	TNFSF13B
CLU	TNFSF13B
COPG1	TNFSF13B
COPS3	TNFSF13B
CSE1L	TNFSF13B
EIF2B1	TNFSF13B
EIF2B2	TNFSF13B
EIF2B3	TNFSF13B
EIF2B4	TNFSF13B
EIF2B5	TNFSF13B
EIF3K	TNFSF13B
EXOC1	TNFSF13B
EXOC2	TNFSF13B
EXOC7	TNFSF13B
GEMIN4	TNFSF13B
GEMIN5	TNFSF13B
GRAMD1A	TNFSF13B
GRAMD1B	TNFSF13B
HEATR3	TNFSF13B
KPNB1	TNFSF13B
MARS1	TNFSF13B
MDN1	TNFSF13B
MFAP4	TNFSF13B
MSH2	TNFSF13B
MSH6	TNFSF13B
MTOR	TNFSF13B
NCAPD2	TNFSF13B
NCAPG2	TNFSF13B
NFKB2	TNFSF13B
NUP133	TNFSF13B
NUP155	TNFSF13B
NUP188	TNFSF13B
PDS5A	TNFSF13B
PLOD2	TNFSF13B
PPFIBP1	TNFSF13B
GCN1	TNFSF13B
PRKDC	TNFSF13B
RANBP1	TNFSF13B
RANBP2	TNFSF13B
SLIRP	TNFSF13B
SMC4	TNFSF13B
TBC1D15	TNFSF13B
TFRC	TNFSF13B
TNFSF13B	TNPO1
TNFSF13B	TRIP13
TNFSF13B	TSC2
TNFSF13B	UBE3C
TNFSF13B	USP34
TNFSF13B	XPO1
TNFSF13B	XPO5
TNFSF13B	XPOT
TNFSF13B	YWHAG
TNFSF13B	YWHAQ
AAAS	UNC93B1
ABCB7	UNC93B1
ACAD9	UNC93B1
COQ8A	UNC93B1
COQ8B	UNC93B1
AGPAT2	UNC93B1
AIFM1	UNC93B1
ALDH3A2	UNC93B1
ANKRD13A	UNC93B1
ARCN1	UNC93B1
ASPH	UNC93B1
ATAD1	UNC93B1
ATAD3A	UNC93B1
ATM	UNC93B1
ATP13A3	UNC93B1
ATP1A1	UNC93B1
ATP1B1	UNC93B1
ATP1B3	UNC93B1
ATP2A2	UNC93B1
ATP2B1	UNC93B1
ATP5F1A	UNC93B1
ATP5F1B	UNC93B1
ATP5F1C	UNC93B1
ATP5F1D	UNC93B1
ATP5F1E	UNC93B1
ATP5PB	UNC93B1
ATP5PD	UNC93B1
ATP5ME	UNC93B1
ATP5PF	UNC93B1
ATP5MF	UNC93B1
ATP5MG	UNC93B1
ATP5PO	UNC93B1
ATP6V1A	UNC93B1
ATP6V1H	UNC93B1
ATP5IF1	UNC93B1
AUP1	UNC93B1
BTAF1	UNC93B1
BZW1	UNC93B1
C19orf25	UNC93B1
MAIP1	UNC93B1
CAND1	UNC93B1
CAND2	UNC93B1
CANX	UNC93B1
CERS2	UNC93B1
CHP1	UNC93B1
CIAO1	UNC93B1
CKAP4	UNC93B1
CKB	UNC93B1
CLCC1	UNC93B1
COG1	UNC93B1
COG2	UNC93B1
COG3	UNC93B1
COG4	UNC93B1
COG5	UNC93B1
COG6	UNC93B1
COG7	UNC93B1
COPA	UNC93B1
