#node1	node2
11270	3804
11270	79922
11270	25777
11270	491
11270	6047
11270	2697
11270	26270
11270	124220
11270	49860
11270	9956
64755	162427
64755	51075
64755	363
64755	55800
64755	345275
64755	6554
64755	158866
64755	151188
64755	389336
64755	2703
64755	51006
64755	638
64755	1962
64755	51614
64755	10682
64755	136263
64755	222662
64755	84699
64755	146852
64755	5817
64755	51661
64755	493856
64755	345274
64755	170261
64755	347516
64755	3587
64755	2207
64755	116173
64755	93380
64755	2866
64755	2867
64755	3459
64755	80270
64755	7329
64755	55069
64755	81855
64755	51338
64755	59353
64755	121793
64755	65062
64755	10424
64755	169026
64755	8000
64755	207063
64755	3684
64755	55508
64755	80380
64755	6048
64755	10488
64755	5802
64755	659
64755	6386
64755	2260
64755	11146
64755	9367
64755	93
64755	10226
64755	6047
64755	2049
64755	657
64755	7357
64755	8744
64755	80762
64755	10618
64755	54867
64755	92
64755	27076
64755	124583
64755	4000
64755	4887
64755	51094
64755	84957
64755	2742
64755	1687
64755	9741
64755	26020
64755	7314
64755	23011
64755	51293
64755	643246
64755	284996
64755	79867
64755	64757
64755	8677
432	493869
432	51075
432	6554
432	203328
432	51006
432	51614
432	339302
432	3804
432	408263
432	342900
432	51107
432	56681
432	64115
432	10158
432	23306
432	1366
432	113146
432	1727
432	23439
432	11112
432	127544
432	10904
432	199675
432	3320
432	5930
432	7184
432	29956
432	7038
432	1719
432	339390
432	433
432	51701
432	821
432	5771
432	3309
432	351
432	84447
432	3096
432	79001
432	9695
432	26270
432	10542
432	18
432	83483
432	2256
432	4000
55790	113189
55790	56548
55790	55501
55790	9469
55790	26229
55790	166012
55790	27087
55790	50515
55790	135152
55790	10564
55790	10565
55790	22985
55790	8914
55790	10228
55790	54867
55790	56255
55790	492
55790	51704
55790	83590
55790	7779
55790	55454
55790	57613
27302	81853
27302	493869
27302	219402
27302	6521
27302	51661
27302	51006
27302	363
27302	57017
27302	10961
27302	638
27302	6554
27302	944
27302	64115
27302	116519
27302	81539
27302	83446
27302	8740
27302	2867
27302	3821
27302	6302
27302	27240
27302	4259
27302	6988
27302	345274
27302	493856
27302	10682
27302	57689
27302	932
27302	120224
27302	7809
27302	83417
27302	3811
27302	26580
27302	80346
27302	2705
27302	84522
27302	408263
27302	126364
27302	390212
27302	203562
27302	255043
27302	1366
27302	28955
27302	7113
27302	3563
27302	196051
27302	28973
27302	3804
27302	659
27302	93
27302	92
27302	10955
140732	351
5780	92840
5780	23204
5780	10897
5780	79603
5780	51075
5780	57085
5780	1038
5780	363
5780	345275
5780	5090
5780	2705
5780	10682
5780	92344
5780	339302
5780	54923
5780	51661
5780	10226
5780	7485
5780	116173
5780	283232
5780	51170
5780	6855
5780	51805
5780	146223
5780	6541
5780	255043
5780	169026
5780	7809
5780	10827
5780	51009
5780	9522
5780	5193
5780	10313
5780	522
5780	201232
5780	127391
5780	2549
5780	2690
5780	4905
5780	10488
5780	10228
5780	114569
5780	11218
5780	4914
5780	2023
5780	4192
5780	6606
5780	50628
5780	7158
5780	113457
5780	11171
5780	10482
5780	161835
5780	7415
5780	5133
5780	23203
5780	729230
5780	2138
5780	27202
5780	5889
5780	4343
5780	284677
5780	221301
5780	25980
5780	5780
5780	5091
5780	54960
5780	8216
5780	7922
5780	4000
8269	973
8269	81853
8269	1312
8269	4582
8269	92344
8269	493856
8269	342900
8269	10424
8269	56681
8269	116151
8269	10668
8269	54429
8269	5987
8269	57085
8269	10488
8269	154
286753	4223
286753	973
286753	56947
286753	219402
286753	84641
286753	8879
286753	6386
286753	55800
286753	3885
286753	11077
286753	79922
286753	6554
286753	7780
286753	3846
286753	10462
286753	638
286753	4988
286753	51614
286753	27173
286753	10682
286753	116441
286753	136263
286753	374395
286753	643853
286753	222662
286753	147872
286753	146852
286753	408263
286753	203562
286753	57709
286753	963
286753	286451
286753	10886
286753	5956
286753	9028
286753	55353
286753	6510
286753	55069
286753	7466
286753	55507
286753	81539
286753	55041
286753	252839
286753	51107
286753	6785
286753	206358
286753	2866
286753	3746
286753	8170
286753	747
286753	55146
286753	64108
286753	83464
286753	6541
286753	145389
286753	51458
286753	94015
286753	6567
286753	65062
286753	83873
286753	9073
286753	9069
286753	10568
286753	3460
286753	51249
286753	4061
286753	10158
286753	3577
286753	132204
286753	26266
286753	137835
286753	120939
286753	359
286753	147798
286753	8000
286753	26580
286753	151258
286753	2525
286753	134391
286753	125958
286753	28232
286753	283232
286753	3579
286753	55076
286753	1366
286753	1233
286753	4887
286753	653437
286753	3563
286753	342510
286753	2707
286753	222553
286753	441108
286753	221477
286753	58505
286753	28973
286753	134860
286753	1945
286753	149371
286753	3842
286753	30000
286753	9689
286753	140707
286753	479
286753	55005
5350	1896
5350	493869
5350	56947
5350	219402
5350	345275
5350	23770
5350	4582
5350	84975
5350	2703
5350	51006
5350	638
5350	29986
5350	390212
5350	374395
5350	6804
5350	339302
5350	3804
5350	408263
5350	203562
5350	963
5350	6785
5350	4259
5350	81833
5350	374882
5350	255043
5350	169026
5350	2054
5350	4258
5350	56681
5350	120939
5350	1366
5350	433
5350	29121
5350	11112
5350	8992
5350	8170
5350	10313
5350	79022
5350	27240
5350	54886
5350	120224
5350	10568
5350	9672
5350	58475
5350	9283
5350	132228
5350	55076
5350	7113
5350	388633
5350	58
5350	5566
5350	5568
5350	5567
5350	488
5350	1760
5350	815
5350	3708
5350	6271
5350	6588
5350	1264
5350	487
5350	5506
5350	5350
5350	1857
5350	5613
5350	489
5350	10488
7920	81853
7920	203547
7920	2702
7920	10430
7920	113878
7920	162427
7920	27141
7920	363
7920	345275
7920	57414
7920	81551
7920	51661
7920	23428
7920	112755
7920	255057
7920	6554
7920	9028
7920	54332
7920	64065
7920	54346
7920	92344
7920	51614
7920	9088
7920	10100
7920	2995
7920	1544
7920	10410
7920	116211
7920	10682
7920	522
7920	65062
7920	7780
7920	56894
7920	2224
7920	55260
7920	25798
7920	157378
7920	364
7920	54838
7920	10791
7920	3684
7920	8293
7920	127845
7920	390212
7920	5426
7920	135932
7920	203562
7920	6048
7920	728492
7920	4049
7920	11230
7920	9554
7920	100534611
7920	5976
7920	55890
7920	6294
7920	9552
7920	29990
7920	3178
7920	8519
7920	4292
7920	4513
7920	4538
7920	4539
7920	84065
7920	64215
7920	81502
7920	5743
7920	10488
7920	518
7920	10482
7920	6047
7920	6339
7920	253260
7920	170572
7920	55283
7920	23158
503497	973
503497	81853
503497	1896
503497	2702
503497	363
503497	55800
503497	2705
503497	7780
503497	6915
503497	6570
503497	84699
503497	255057
503497	638
503497	56654
503497	64115
503497	10723
503497	8992
503497	84141
503497	2703
503497	10804
503497	64224
503497	116151
503497	2069
503497	51614
503497	2867
503497	10267
503497	3821
503497	747
503497	27345
503497	91445
503497	6541
503497	51458
503497	6567
503497	10682
503497	932
503497	148534
503497	65062
503497	433
503497	116441
503497	26266
503497	157753
503497	136263
503497	120939
503497	29986
503497	126306
503497	359
503497	147798
503497	7439
503497	93380
503497	390212
503497	349149
503497	116135
503497	1366
503497	146852
503497	84197
503497	2701
503497	2709
503497	222662
113178	10430
113178	4188
113178	363
113178	6554
113178	638
113178	10682
113178	390212
113178	2124
113178	345274
113178	1366
113178	3763
113178	10668
113178	57406
113178	10488
113178	476
113178	7706
113178	1994
113178	10803
113178	7905
113178	200728
113178	81544
643847	2040
643847	5817
643847	408263
643847	972
643847	79022
643847	146378
140850	973
140850	84641
140850	363
140850	10682
140850	339302
140850	2207
140850	93380
140850	345757
140850	196500
140850	136991
140850	54998
140850	22797
140850	10987
140850	10121
140850	5654
140850	10540
140850	11258
140850	51164
140850	10120
140850	6450
140850	4000
140850	84516
140850	55860
140850	345651
140850	10671
5349	973
