#node1	node2
10490	51594
10490	55014
10490	51512
10490	54682
10490	5636
10490	64786
10490	8905
10490	55800
10490	81544
10490	444
10490	4000
10490	2859
7379	54923
7379	408263
7379	8740
7379	63027
7379	972
7379	2217
7379	148066
7379	3249
7379	8600
7379	81790
7379	161003
7379	79022
7379	81618
7379	10223
7379	2212
7379	433
7379	153579
7379	26580
7379	57228
7379	1366
7379	10159
7379	222487
7379	7113
7379	388512
7379	7379
7379	147872
7379	11045
4814	493869
4814	51300
4814	51280
4814	363
4814	4582
4814	54923
4814	5817
4814	408263
4814	203562
4814	1727
4814	6443
4814	131450
4814	1084
4814	125115
4814	4814
4814	3096
4814	2100
140767	10894
140767	11237
140767	81833
140767	79022
140767	10223
140767	6690
9332	998
9332	4627
9332	1460
9332	5578
9332	3240
9332	495
284415	493869
284415	51280
284415	363
284415	79922
284415	10462
284415	51614
284415	9080
284415	81551
284415	57017
284415	10870
284415	408263
284415	55069
284415	54682
284415	26232
284415	83464
284415	8612
284415	57689
284415	3763
284415	91749
284415	1366
284415	222487
284415	3916
284415	2709
284415	4000
9058	2703
9058	7311
9058	6924
9058	267
9058	6733
9058	9871
9058	79065
9058	7314
9058	57466
9058	51669
9058	221830
9058	399909
23324	493869
23324	83897
23324	8645
23324	339302
23324	54923
23324	51661
23324	493856
23324	10513
23324	3191
23324	78994
23324	26270
23324	2519
23324	27163
23324	54414
23324	152816
56895	162427
56895	84641
56895	51075
56895	363
56895	55800
56895	345275
56895	51006
56895	51614
56895	126364
56895	23484
56895	80346
56895	203562
56895	4259
56895	23428
56895	81833
56895	2867
56895	2212
56895	115352
56895	83550
56895	653437
56895	1269
56895	51170
56895	342900
56895	126129
56895	5966
56895	1398
56895	1374
56895	1375
56895	57678
56895	1528
56895	7433
56895	7434
56895	719
56895	55630
56895	26262
56895	10098
56895	6541
55591	219402
55591	363
55591	22908
55591	203062
55591	92344
55591	123920
55591	51170
55591	727
55591	151393
55591	57689
55591	10424
55591	203286
55591	199953
55591	1499
55591	1495
55591	4647
55591	999
55591	55591
55591	821
55591	3191
55591	132884
55591	1994
55591	80301
55591	26123
55591	51259
55591	200728
55591	79867
55591	64768
55591	2844
55591	1132
55591	65989
55591	7179
55591	23399
55591	7434
55591	11211
55591	146456
55591	719
55591	55848
55591	150274
55591	3916
55591	10618
55334	63905
55334	973
55334	84641
55334	60481
55334	363
55334	84975
55334	2703
55334	116441
55334	136263
55334	29986
55334	84699
55334	255057
55334	339302
55334	2124
55334	345274
55334	54896
55334	4012
55334	51107
55334	64224
55334	2867
55334	6541
55334	4259
55334	6567
55334	3358
55334	204219
55334	65062
55334	83550
55334	347735
55334	7201
55334	4758
55334	960
55334	3418
55334	1759
55334	4437
55334	7026
55334	6734
55334	9217
55334	10482
55334	10478
55334	3241
55334	55183
55334	9026
55334	23039
55334	7272
55334	6786
55334	140609
55334	4580
55334	11194
55334	23042
55334	51280
55334	23392
55334	8697
55334	9238
55334	8459
55334	4343
55334	51537
55334	79066
55334	3070
55334	58505
55334	5827
55334	23317
55334	80185
55334	25874
55334	9334
55334	29957
55334	622
55334	9143
55334	55610
55334	55005
55334	345778
55334	139322
55334	94097
55334	79147
6515	2804
6515	10488
6515	6640
6515	4543
6515	1994
6515	4544
6515	144195
6515	144100
8417	79603
8417	162427
8417	51075
8417	60481
8417	363
8417	345275
8417	79922
8417	6554
8417	6810
8417	6804
8417	79608
8417	54923
8417	51661
8417	493856
8417	345274
8417	65055
8417	79901
8417	56681
8417	374882
8417	2054
8417	57509
8417	85019
8417	4259
8417	116211
8417	64417
8417	118813
8417	203286
8417	345757
8417	349149
8417	283232
8417	132228
8417	7113
8417	51170
8417	100534611
8417	5597
8417	8673
8417	6844
8417	4905
8417	2969
8417	6845
8417	954
8417	57617
8417	55823
8417	143187
8417	10488
8417	64601
8417	8775
8417	9342
8417	10228
8417	871
8417	8773
8417	5861
8417	5908
8417	7417
8417	6342
8417	29091
8417	134957
8417	4869
8417	2961
8417	1994
8417	8724
8417	8266
8417	51119
8417	171024
8417	9997
8417	57794
8417	10105
8417	116540
8417	495
8417	84324
8417	6648
8417	5937
8417	55573
8417	6223
8417	11031
8417	26515
8417	4701
8417	131474
8417	9527
8417	64689
8417	133121
8417	1317
8417	53407
8417	6396
8417	115
8417	11311
8417	7586
8417	83987
8417	116841
8417	10652
8417	8677
8417	8602
8417	8774
8417	56650
8417	754
8417	129450
8417	83440
8417	2801
8417	79050
8417	94039
8417	55850
8417	5878
8417	200728
8417	81876
8417	10632
8417	10921
8417	51259
8417	7419
8417	10938
8417	55847
8417	9777
8417	30845
8417	30844
8417	26276
8417	114801
8417	6047
8417	81544
8417	9554
8417	8675
8417	1902
8417	112770
8417	4000
8417	80331
8417	10618
8417	3916
8417	9367
51006	599
51006	285386
51006	22908
51006	1534
51006	54896
51006	79953
51006	23484
51006	7422
51006	10723
51006	7781
51006	84272
51006	9409
51006	9217
51006	2867
51006	94101
51006	53826
51006	2014
51006	345274
51006	114569
51006	56894
51006	136263
51006	6890
51006	3684
51006	203062
51006	51030
51006	127845
51006	390212
51006	203562
51006	1946
51006	222553
51006	51703
51006	80380
51006	100288797
51006	154467
51006	90196
51006	100507537
51006	100533181
51006	10488
51006	7706
4258	493869
4258	599
4258	2703
4258	11284
4258	4258
4258	41
4258	10017
4258	6443
4258	161198
4258	131920
4258	56900
4258	414062
4258	390598
4258	84064
4258	3725
4258	1956
4258	10488
4258	285613
26998	219402
26998	345275
26998	55157
26998	51614
26998	4000
57715	8560
57715	8793
57715	11030
57715	816
57715	9319
57715	57120
57715	1742
57715	3981
57715	23390
57715	6310
28978	8645
28978	363
28978	55800
28978	4582
28978	51614
28978	80704
28978	136263
28978	374395
28978	339302
28978	345274
28978	203562
28978	93380
28978	283232
28978	6541
28978	347735
28978	6570
28978	51124
28978	23143
28978	10158
28978	114625
28978	23306
28978	2833
28978	51124
28978	10488
28978	11274
28978	56925
28978	63891
28978	4543
28978	1994
28978	6733
28978	4000
28978	4544
28978	2055
158866	973
158866	51148
158866	219402
158866	7284
158866	6915
158866	5817
158866	117
158866	1727
158866	51090
158866	23484
158866	84272
158866	8795
158866	9409
158866	29095
158866	9217
158866	51614
158866	94101
158866	10462
158866	23671
158866	345274
158866	401647
158866	7401
158866	120939
158866	207063
158866	203062
158866	219738
158866	390212
158866	286006
158866	199675
158866	93273
158866	51032
158866	11230
158866	4000
6713	80346
6713	4047
6713	9693
6713	3123
6713	1144
6713	491
6713	10488
6713	230
6713	6047
6713	23197
6713	148066
6713	10299
6713	55002
6713	121274
6713	79865
6713	56110
6713	10246
6713	221074
6713	6570
23484	973
23484	1896
23484	493869
23484	2702
23484	84708
23484	92840
23484	84641
23484	51075
23484	6386
23484	55800
23484	2012
23484	2703
23484	79863
23484	9218
23484	1962
23484	136263
23484	203062
23484	390212
23484	493856
23484	2326
23484	4481
23484	29121
23484	79953
23484	7782
23484	56704
23484	23484
23484	64327
23484	55069
23484	81855
23484	6785
23484	9409
23484	2866
23484	2867
23484	78992
23484	10219
23484	55266
23484	6541
23484	6567
23484	57689
23484	65062
23484	3763
23484	10158
23484	7039
23484	91137
23484	780776
23484	10871
23484	80346
23484	85315
23484	1366
23484	23585
23484	340061
23484	8529
23484	6048
23484	1994
23484	4000
23484	85451
64748	973
64748	55800
64748	84191
64748	80704
64748	136263
64748	89858
64748	493856
64748	65062
64748	64115
64748	7122
64748	57228
64748	54732
64748	2995
64748	259236
64748	284348
64748	7283
64748	79075
64748	10988
64748	10393
64748	29924
64748	112858
64748	29922
64748	9871
64748	381
64748	147841
64748	54915
64748	5101
64748	23173
64748	56521
64748	80139
64748	81689
64748	84942
64748	91875
64748	84300
64748	51128
64748	91039
64748	257160
64748	55071
10430	973
10430	22875
10430	55248
10430	5817
10430	6554
10430	958
10430	23554
10430	55069
10430	10723
10430	6869
10430	2703
10430	219402
10430	2866
10430	2867
10430	51280
10430	55177
10430	91445
10430	10184
10430	3358
10430	121793
10430	65062
10430	83873
10430	203328
10430	50848
10430	147872
10430	7401
10430	26266
10430	83550
10430	120939
10430	8000
10430	152573
10430	54344
10430	3579
10430	169693
10430	1366
10430	3563
10430	4582
10430	80380
10430	388633
10430	342900
10430	1945
10430	55290
10430	51225
10430	163183
10430	837
10430	2740
10430	2055
51026	6386
51026	4582
51026	390212
51026	345274
51026	56681
51026	51763
51026	6457
51026	348378
51026	7046
51026	4218
51026	3895
51026	10567
51026	9218
51026	3728
51026	2923
51026	5825
51026	9146
51026	10970
51026	857
51026	5245
51026	4216
51026	708
51026	7416
51026	5256
51026	7417
51026	7167
51026	476
51026	10134
51026	9217
51026	11331
51026	4952
51026	4921
51026	57142
51026	57498
51026	7385
51026	7384
51026	488
51026	529
51026	51606
51026	9230
51026	10016
51026	6645
51026	50618
51026	6047
51026	9377
51026	3930
51026	7852
51026	10989
51026	5965
51026	1994
51026	284119
51026	5654
51026	10015
51026	523
51026	2801
51026	11104
51026	5099
51026	9554
51026	5878
51026	1368
51026	9536
51026	10211
51026	128866
51026	51079
51026	51382
51026	998
51026	1829
51026	5119
51026	4000
51026	4729
51026	3956
51026	498
51026	506
51026	2040
51026	3977
51026	1186
51026	9798
51026	9550
51026	9114
51026	4723
51026	4707
51026	4698
51026	25978
51026	54927
51026	301
51026	30968
51026	1327
51026	81555
51026	1537
51026	537
51026	7386
51026	4726
51026	4259
51026	976
51026	65991
51026	4731
51026	51259
51026	337867
51026	9296
51026	27089
51026	54407
51026	4700
51026	4701
51026	4714
51026	25979
51026	9789
51026	80856
51026	2319
51026	2109
51026	4719
51026	813
51026	4704
51026	10525
51026	81537
51026	51669
51026	539
51026	4705
51026	4720
51026	5832
51026	25896
51026	55735
51026	10613
51026	64928
51026	79073
51026	9761
51026	4722
51026	4702
51026	9429
51026	4710
51026	7905
51026	4728
51026	91445
51026	4695
51026	55967
51026	4713
51026	4724
51026	4725
51026	522
51026	80346
51026	26509
51026	112464
51026	535
51026	22856
51026	27333
51026	10312
51026	114882
51026	57701
51026	27032
51026	526
51026	84303
51026	11160
51026	25777
51026	64859
51026	55848
51026	84317
51026	79901
51026	79143
51026	90550
51026	83590
51026	9213
51026	91452
51026	90809
51026	2135
51026	9052
51026	9780
51026	23052
51026	26123
51026	93380
51026	6646
51026	54480
51026	387263
51026	28990
51026	147007
51026	51439
51026	285282
51026	375035
51026	65062
51026	161291
51300	493869
51300	55365
51300	5798
51300	131566
51300	54432
51300	339665
51300	11237
51300	54346
51300	113452
51300	80833
51300	10228
51300	55332
51300	5830
51300	146225
51300	84620
51300	54539
51300	84641
51300	5281
51300	387923
51300	55314
51300	345275
51300	51030
51300	8293
51300	155465
51300	390212
51300	151188
51300	389336
51300	203562
51300	10159
51300	84975
51300	255324
51300	56616
51300	10134
51300	66002
51300	3440
51300	3805
51300	5770
51300	54708
51300	100288797
51300	192683
51300	728492
51300	54978
51300	100533990
51300	147007
51300	346
51300	6351
51300	9146
51300	5825
51300	4817
51300	351
51300	4535
51300	6045
51300	4536
51300	10128
51300	1678
51300	3914
51300	51295
51300	6608
51300	1848
51300	374291
51300	142679
51300	23197
51300	25915
51300	51079
51300	221079
51300	4723
51300	4715
51300	9167
51300	51103
51300	25813
51300	9131
51300	1329
51300	4731
51300	10939
51300	4714
51300	57017
51300	112399
51300	4716
51300	10730
51300	23787
51300	4704
51300	94081
51300	1340
51300	4720
51300	28976
51300	84955
51300	4697
51300	79568
51300	4722
51300	29796
51300	4702
51300	4538
51300	4710
51300	4712
51300	4728
51300	521
51300	55967
51300	4711
51300	4718
51300	4725
51300	29078
51300	6341
51300	9830
51300	54940
51300	285175
51300	63904
51300	28958
51300	55863
51300	79135
51300	3052
51300	4696
51300	79133
9173	390212
9173	89858
9173	2866
9173	90411
9173	433
9173	29121
9173	81539
9173	90139
9173	387837
9173	114609
9173	7189
9173	51135
9173	4615
9173	11018
9173	90865
9173	3654
9173	351
10237	973
10237	363
10237	23770
10237	9218
10237	390212
10237	972
10237	64115
10237	84867
10237	203260
10237	10158
10237	7855
10237	351
10237	1813
10237	3269
9409	84641
9409	51075
9409	363
9409	6554
9409	10462
9409	51614
9409	390212
9409	9166
9409	345274
9409	80346
9409	93380
9409	2867
9409	10424
9409	8504
9409	6570
9409	608
9409	3763
9409	10158
9409	28955
9409	5824
9409	187
9409	55832
9409	6047
9409	624
9409	5195
9409	55800
9409	719
9409	221074
9409	973
9409	57613
9409	154091
9409	112770
29095	973
29095	162427
29095	51075
29095	363
29095	55800
29095	6554
29095	2703
29095	1534
29095	1727
29095	6785
29095	3763
29095	93380
29095	203562
29095	1612
29095	7706
29095	2100
29095	4887
29095	6185
29095	1880
29095	114571
29095	6528
29095	26123
29095	154091
29095	55630
29095	10599
94101	203547
94101	84708
94101	84641
94101	363
94101	55800
94101	6554
94101	2040
94101	1962
94101	51614
94101	390212
94101	57017
94101	9166
94101	339302
94101	345274
94101	80346
94101	80003
94101	51170
94101	10424
94101	6570
94101	56681
94101	59353
94101	118813
94101	55260
94101	433
94101	120939
94101	50801
94101	51643
94101	10488
94101	351
94101	4000
94101	114571
94101	286077
94101	55362
94101	84259
94101	23548
94101	9147
8639	345275
8639	6449
8639	55157
8639	9080
8639	6804
8639	339302
8639	408263
8639	217
8639	222
8639	131
8639	224
8639	216
8639	284273
8639	8659
8639	124
8639	4128
8639	112483
8639	125
8639	6818
8639	6303
8639	314
8639	3067
8639	221
8639	6799
8639	4129
8639	218
8639	6817
8639	137872
8639	127
8639	223
8639	8854
8639	26
8639	4953
8639	1644
8639	3176
8639	130
8639	118881
8639	126
8639	6723
8639	219
8639	128
8639	8288
8639	316
8639	220
8639	7409
8639	5409
8639	4353
8639	3064
8639	79056
8639	4606
8639	495
8639	2135
8639	2077
8639	79694
8639	6548
8639	4000
8639	151188
55065	363
55065	2703
55065	374395
55065	65062
55065	6541
55065	6443
55065	85352
55065	3460
81494	493869
81494	84641
81494	6521
81494	6554
81494	24145
81494	51614
81494	2867
81494	493856
81494	9166
81494	2040
81494	65062
81494	6571
81494	10089
81494	7113
81494	718
81494	4137
81494	10488
81494	9554
81494	4000
3775	363
3775	2040
3775	51614
3775	135932
3775	7329
3775	386682
3775	10488
3775	3775
3775	29843
3775	7341
3775	1994
3775	10312
3775	4000
971	390212
971	126364
971	81833
971	1366
971	132228
971	932
971	10668
971	3084
971	58475
971	54762
971	10159
971	4067
971	6850
971	29760
971	5777
971	10507
971	921
971	5364
971	89790
971	810
971	80311
971	4000
971	3159
53826	79603
53826	363
53826	6554
53826	7780
53826	2703
53826	10462
53826	51614
53826	116441
53826	29986
53826	643853
53826	345274
53826	203562
53826	93380
53826	6785
53826	2866
53826	4259
53826	201799
53826	972
53826	51009
53826	9028
53826	5193
53826	54940
53826	51107
53826	9194
53826	2867
53826	59353
53826	51458
53826	55244
53826	10184
53826	65062
53826	3763
53826	10424
53826	55530
53826	2358
53826	1366
53826	54898
53826	100288797
53826	164284
53826	440400
53826	7157
53826	7088
53826	7024
53826	5987
53826	23281
53826	9564
53826	80321
53826	84060
53826	4188
53826	373
53826	93487
53826	9094
53826	63948
53826	23582
53826	10488
53826	29946
53826	2661
53826	60492
53826	79939
53826	55142
53826	128653
53826	5501
53826	722
53826	4000
53826	23491
53826	56928
53826	221074
6843	162427
6843	51075
6843	363
6843	55800
6843	51614
6843	390212
6843	6810
6843	6804
6843	80346
6843	11237
6843	6785
6843	59353
6843	1727
6843	166929
6843	79993
6843	84336
6843	7805
6843	90701
6843	8773
6843	9218
6843	10134
6843	6845
6843	9217
6843	9342
6843	147872
6843	1029
6843	495
6843	4000
6843	9641
6843	80331
55266	973
55266	493869
55266	84641
55266	363
55266	345275
55266	2705
55266	92344
55266	147872
55266	339302
55266	135932
55266	80346
55266	57146
55266	9766
55266	55507
55266	6785
55266	2866
55266	91445
55266	6541
55266	9536
55266	121793
55266	917
55266	4061
55266	10424
55266	26580
55266	256815
55266	400120
55266	55076
55266	51227
55266	1269
55266	10488
55266	4160
55266	1994
55266	208
6541	973
6541	527
6541	79603
6541	363
6541	55800
6541	7780
6541	22908
6541	146225
6541	29986
6541	390212
6541	345274
6541	7485
6541	84272
6541	2694
6541	4259
6541	65062
6541	6786
6541	64224
6541	4925
6541	10484
6541	958
6541	117248
6541	577
6541	84620
6541	9781
6541	731
6541	336
6541	6571
6541	8000
6541	2720
6541	219738
6541	80380
6541	54741
6541	6351
6541	9531
6541	10970
6541	3191
6541	5597
6541	351
6541	6810
6541	5881
6541	6047
6541	1994
6541	8443
6541	23555
6541	4000
6541	8694
6541	51280
6541	57506
6541	11230
6541	51706
6541	27173
6541	80856
6541	55706
6541	23788
6541	81537
6541	7993
6541	347734
6541	55890
6541	25840
6541	201158
6541	57106
6541	203197
6541	146223
6541	53
6541	56894
6541	340481
6541	9144
6541	79143
6541	9197
6541	200728
6541	4249
6541	284098
6541	9653
6541	6785
6541	653519
6541	5002
6541	128486
6541	221496
6541	60481
6541	10560
6541	25880
6541	90580
6541	51114
6541	79064
6541	79147
6541	28982
6541	55486
123920	162427
123920	84641
123920	363
123920	79922
123920	6554
123920	2705
123920	81551
123920	80346
123920	3587
123920	55379
123920	6785
123920	127833
123920	121457
123920	51170
123920	342900
123920	10567
123920	695
123920	29760
123920	148932
123920	4232
123920	55233
123920	5594
123920	6696
123920	351
123920	4000
123920	2859
2014	973
2014	1896
2014	2702
2014	51075
2014	363
2014	10894
2014	2705
2014	4582
2014	7780
2014	4988
2014	51614
2014	116441
2014	408263
2014	3821
2014	85027
2014	81833
2014	342900
2014	57689
2014	55041
2014	56681
2014	55177
2014	1366
2014	79993
2014	340547
2014	23554
2014	6398
2014	10223
2014	932
2014	3140
2014	83873
2014	56833
2014	3460
2014	284369
2014	3563
2014	388633
2014	805
2014	5027
2014	63891
2014	1390
4259	493869
4259	219402
4259	51075
4259	55800
4259	79922
4259	151188
4259	390212
4259	90196
4259	27065
4259	8712
4259	6507
4259	4818
4259	23554
4259	7019
4259	786
4259	79073
4259	6518
4259	4259
4259	89872
4259	116841
4259	7401
4259	2912
4259	65991
4259	3684
4259	10826
4259	93273
4259	4758
4259	892
4259	2159
4259	3265
4259	89941
4259	9218
4259	5825
4259	1854
4259	7818
4259	3099
4259	5214
4259	682
4259	5770
4259	6742
4259	5428
4259	26073
4259	9601
4259	9093
4259	8165
4259	5906
4259	7417
4259	6613
4259	10449
4259	6284
4259	11146
4259	11064
4259	7158
4259	3313
4259	10059
4259	83461
4259	1737
4259	593
4259	3419
4259	10128
4259	26517
4259	8801
4259	8803
4259	10469
4259	5165
4259	6047
4259	23770
4259	10989
4259	5830
4259	2802
4259	54938
4259	1994
4259	23203
4259	65993
4259	10845
4259	8192
4259	2746
4259	374291
4259	56993
4259	60528
4259	6867
4259	57448
4259	6182
4259	4832
4259	51654
4259	55187
4259	57122
4259	10105
4259	10935
4259	9512
4259	23076
4259	6472
4259	8802
4259	84816
4259	34
4259	23301
4259	51079
4259	4836
4259	57505
4259	23078
4259	9688
4259	10452
4259	217
4259	4171
4259	4967
4259	1743
4259	4200
4259	4833
4259	80308
4259	1892
4259	4000
4259	4729
4259	3028
4259	37
4259	509
4259	506
4259	326625
4259	28977
4259	3098
4259	4723
4259	28973
4259	65080
4259	51103
4259	92667
4259	85302
4259	1891
4259	51204
4259	4698
4259	55052
4259	55037
4259	84705
4259	25980
4259	55646
4259	54974
4259	54927
4259	85865
4259	51073
4259	57506
4259	4528
4259	3029
4259	30968
4259	56945
4259	1327
4259	1329
4259	64949
4259	4726
4259	65095
4259	4724
4259	10269
4259	740
4259	528
4259	85451
4259	259217
4259	258010
4259	10594
4259	535
4259	9397
4259	26330
4259	87178
4259	51264
4259	29078
4259	29088
4259	51021
4259	51649
4259	65003
4259	23597
4259	51067
4259	51116
4259	11022
4259	51081
4259	28957
4259	51650
4259	140775
4259	201626
4259	8659
4259	6185
4259	54148
4259	2109
4259	29093
4259	54995
4259	54940
4259	55168
4259	55735
4259	55218
4259	38
4259	515
4259	6150
4259	64432
4259	64969
4259	60488
4259	55347
4259	10102
4259	522
4259	55699
4259	51335
4259	64976
4259	4704
4259	92259
4259	64963
4259	54460
4259	10884
4259	64968
4259	64965
4259	1666
4259	6832
4259	64975
4259	5831
4259	91942
4259	2710
4259	4728
4259	4706
4259	84545
4259	91647
4259	54534
4259	60558
4259	201164
4259	85476
4259	6389
4259	51642
4259	64978
4259	51001
4259	64951
4259	115416
4259	124995
4259	128308
4259	29920
4259	60487
4259	94056
4259	79590
4259	26589
4259	219927
4259	56829
4259	27068
4259	55178
4259	57129
4259	57128
4259	80273
4259	79587
4259	55255
4259	55526
4259	36
4259	154791
4259	81892
4259	25902
4259	80324
4259	9054
4259	10525
4259	10939
4259	219
4259	81627
4259	29074
4259	55278
4259	54996
4259	54931
4259	10476
4259	90624
4259	5188
4259	4722
4259	26284
4259	10455
4259	84311
4259	10573
4259	55157
4259	55471
4259	22907
4259	3954
4259	4701
4259	79133
4259	414919
4259	64928
4259	2926
4259	64756
4259	9868
4259	2744
4259	283377
4259	4720
4259	11222
4259	26024
4259	539
4259	113115
4259	57176
4259	200205
4259	645345
4259	117145
4259	4719
4259	63931
4259	84749
4259	51069
4259	84273
4259	211
4259	205
4259	2108
4259	10797
4259	5033
4259	9919
4259	23395
4259	127018
4259	9581
4259	4700
4259	4695
4259	283459
4259	4430
4259	90806
4259	9361
4259	4725
4259	10240
4259	23190
4259	23107
4259	5019
4259	50808
4259	51559
4259	55967
4259	641371
4259	54516
4259	8545
4259	10352
4259	51218
4259	3396
4259	6390
4259	57570
4259	3030
4259	84263
4259	51253
4259	65005
4259	28998
4259	65008
4259	64983
4259	84681
4259	113251
4259	55006
4259	81689
4259	55028
4259	23438
4259	10965
4259	9801
89872	10894
89872	55800
89872	51614
89872	136263
89872	390212
89872	5817
89872	493856
89872	10424
89872	56681
89872	23306
89872	56900
89872	127833
89872	4000
94097	363
94097	2040
94097	51614
94097	643853
94097	65062
94097	5444
94097	2720
94097	3920
94097	187
94097	3358
94097	7706
94097	355
94097	60
94097	9356
94097	6564
94097	4142
94097	6528
94097	66000
94097	55117
94097	10161
94097	6570
94097	112770
94097	340547
94097	154091
84236	80148
84236	55041
84236	6048
84236	54947
84236	10668
84236	2995
84236	50814
84236	259236
84236	7334
84236	3191
84236	1612
84236	7415
84236	6047
84236	7317
84236	27035
84236	9413
84236	26260
84236	91445
84236	120892
84236	9258
84236	3742
84236	10712
84236	93492
84236	170572
84236	54682
84236	3749
114569	162427
114569	363
114569	55800
114569	51001
114569	5090
114569	79922
114569	2705
114569	4582
114569	6455
114569	23647
114569	390212
114569	80346
114569	51100
114569	2572
114569	56997
114569	51078
114569	27343
114569	7274
114569	968
114569	8803
114569	65009
114569	8992
114569	11126
114569	6446
114569	2571
114569	23392
114569	26207
114569	100506164
114569	150372
114569	100130086
114569	203068
114569	10488
114569	7164
114569	326624
114569	57176
114569	9238
114569	7165
114569	7163
114569	60343
114569	6285
114569	5499
114569	10000
114569	3313
114569	1994
114569	2100
114569	5130
114569	64241
114569	495
114569	54478
114569	6472
80332	203547
80332	6521
80332	51177
80332	1727
80332	11112
80332	4988
80332	8740
80332	161003
80332	79022
80332	63027
80332	23478
80332	2212
80332	65062
80332	7780
80332	433
80332	6443
80332	153579
80332	6692
80332	255324
80332	4582
80332	9437
80332	916
80332	9906
80332	56893
80332	9993
80332	4041
80332	22883
80332	29967
80332	8751
80332	3107
80332	4854
80332	3105
80332	3764
80332	26232
80332	10505
80332	6314
80332	4040
80332	51599
80332	79695
80332	3693
80332	55761
80332	4000
80332	64429
80332	55116
80332	91147
80332	51162
80332	200895
80332	55253
80332	81831
80332	284106
80332	140460
80332	6646
80332	23753
80332	11000
80332	64146
80332	64222
80332	11167
80332	149175
55326	51075
55326	55800
55326	29979
55326	220002
55326	8000
55326	126129
55326	1374
55326	1375
55326	57678
55326	7341
55326	682
55326	1871
55326	970
55326	79155
55326	3920
55326	187
55326	6047
55326	1994
55326	1012
55326	11117
55326	150274
55326	79770
55326	55002
347734	51280
347734	363
347734	51614
347734	65062
347734	55069
347734	433
347734	1727
347734	24146
347734	969
347734	81790
347734	85352
347734	121793
347734	28985
347734	2823
347734	1213
347734	2771
347734	56993
347734	55800
347734	27076
347734	4000
347734	3084
347734	2358
347734	26580
347734	25844
347734	55741
347734	114571
347734	1902
347734	6564
347734	1201
347734	170572
347734	55630
347734	221074
347734	56928
347734	283375
56894	84641
56894	51075
56894	363
56894	345275
56894	6554
56894	51170
56894	56900
56894	127845
56894	55216
56894	285672
56894	4354
56894	286499
56894	126129
56894	10488
56894	1374
56894	57678
56894	1375
56894	3312
56894	5745
56894	10040
56894	3191
56894	2823
56894	351
56894	57410
56894	23420
56894	56926
56894	10099
56894	54622
56894	9413
56894	25844
56894	57515
56894	64838
56894	26262
56894	10098
56894	9293
56894	11015
56894	653519
56894	55117
116238	363
116238	136263
116238	283232
116238	958
116238	10488
116238	79867
116238	26123
116238	55117
116238	56928
116238	221074
79957	493869
79957	4582
79957	9781
79957	1237
79957	1813
79957	2740
91869	51075
91869	363
91869	4582
91869	54831
91869	51614
91869	1269
91869	23554
91869	9781
91869	5684
91869	23371
91869	2823
91869	9217
91869	433
91869	4734
91869	4055
91869	27076
91869	2040
91869	220134
91869	64805
91869	79443
91869	9293
91869	353174
91869	134285
91869	6327
91869	10098
91869	81539
91869	26123
91869	79867
91869	221188
29986	973
29986	599
29986	363
29986	7780
29986	2703
29986	1534
29986	1962
29986	136263
29986	6570
29986	54896
29986	113452
29986	2866
29986	84620
29986	54842
29986	65062
29986	7201
29986	390212
29986	3579
29986	1269
29986	80740
29986	7881
29986	8514
29986	27173
84191	2928
84191	51661
84191	54918
84191	283578
84191	4232
84191	2703
84191	51614
84191	79139
84191	9391
84191	9166
84191	336
84191	25942
84191	8793
84191	30820
84191	54093
84191	54923
84191	11230
84191	5426
84191	8940
84191	5634
84191	10049
84191	4629
84191	64428
84191	81550
84191	3658
84191	8079
84191	91543
27065	51075
27065	4988
27065	51614
27065	116441
27065	147872
27065	135932
27065	2124
27065	493856
27065	408263
27065	9962
27065	1727
27065	7782
27065	11120
27065	81833
27065	2866
27065	2867
27065	8612
27065	10223
27065	2212
27065	120224
27065	10158
27065	285613
27065	120939
27065	146378
27065	26580
27065	10159
27065	131920
27065	6732
27065	6733
55454	162427
55454	84641
55454	4582
55454	136263
55454	390212
55454	2212
55454	51170
55454	120939
55454	1727
55454	7329
55454	6857
55454	23439
55454	55260
55454	113189
55454	56548
55454	163183
55454	10488
55454	166012
55454	26229
55454	50515
55454	135152
55454	9469
55454	27087
55454	55501
55454	23122
55454	5025
55454	466
55454	9527
55454	9657
55454	54867
55454	1385
55454	4000
55454	6547
55454	4715
55454	286827
55454	11230
55454	4709
55454	83440
55454	6484
55454	57192
55454	1902
55454	8459
55454	151056
55454	4718
55454	55788
55454	55959
55454	22856
55454	27333
55454	56255
55454	84135
55454	8706
55454	25777
55454	2523
55454	64924
55454	84899
55454	90231
55454	55831
55454	55191
55454	79867
55454	83987
55454	23353
55454	79694
55454	64768
55454	7779
55454	56983
55454	2530
55454	84293
55454	255252
55454	51234
55454	55676
55454	149175
55454	7368
55454	10331
55454	116254
55454	79147
55454	55032
55454	65258
55454	2135
55454	25834
55454	154197
3684	973
3684	79603
3684	51075
3684	363
3684	55800
3684	345275
3684	79922
3684	2705
3684	4582
3684	2703
3684	51614
3684	92344
3684	147872
3684	345274
3684	80346
3684	203562
3684	93380
3684	6785
3684	2866
3684	10424
3684	120939
3684	3763
3684	27121
3684	51308
3684	127833
3684	7401
3684	51227
3684	6688
3684	3689
3684	3654
3684	6667
3684	1991
3684	3384
3684	5329
3684	550
3684	2266
3684	5657
3684	718
3684	967
3684	2811
3684	7070
