Gene Name Interactor A	Gene Name Interactor B
SNX9	MLYCD
NPY2R	MTOR
CLDND1	CYTB
ESR2	CIC
CLIC1	PROSER2
NDUFS7	HEMK1
MAPK6	SFXN1
IPPK	FZD8
CCNB1	TRIM28
HNRNPL	SGSM2
MAPK6	SYAP1
ESR2	POGZ
SOX4	TSC1
IFT81	IFT20
HNRNPL	ARHGAP44
PPEF1	ACSL3
HEXIM1	KRT27
EVI5	MYO5B
ESR2	GPATCH8
ESR2	RAD54L2
ESR2	PHF8
BTRC	GADD45A
CDH1	ISYNA1
NTRK3	ACAD10
USP18	STAT2
IKZF1	POC1A
HNRNPK	SNX33
ESR2	TAB2
MAGEE2	TRIM31
LARP7	LBR
LARP7	LCK
HSPA8	GANAB
PRG3	TUBB3
ZNF746	NOP58
TPTE	RRP12
MIR19A	PRMT1
FAM167A	PRPH
TRIM35	PPP2R2D
VDAC1	DARS
MAPK14	MYC
MIR145	DDX21
TRIM25	VRK1
FBXO7	HMG20B
FBXO7	HMG20A
MAPK6	HMGN2
UBE2A	SNRPB
TMPO	TMOD3
RC3H1	XRCC6
AGAP1	AFDN
BECN1	PDGFRA
ZNF746	MRPS23
TXNIP	MBD3
TRIM25	WEE1
TRIM25	NSD2
FBXO7	TUBB4A
FBXO7	TUBB4B
TMEM30B	C1QL4
EVA1C	EDA
HNRNPL	SLC12A6
TRIM25	WNT7B
UBE2A	SON
NKX2-1	CHD7
LARP7	LGALS3BP
CDH1	SNX9
ZNF764	ZNF316
FBXO7	RACK1
MIR7-2	IGF2BP1
MIR7-2	IGF2BP3
MIR7-2	IGF2BP2
HNRNPL	USP3
CA5B	DBT
CDH5	CEP57
HNRNPL	THRAP3
ESR2	RFTN1
MIR16-1	YBX1
KANSL1	ECI2
ESR2	LARP4B
ESR2	RCOR1
CDH1	PPME1
MIR7-2	CELF1
TRIM25	VASP
FHL3	GATA1
ALOX15	TIMM29
PRG2	ALG13
RHPN1	SPAG5
ESR2	CYFIP1
TRIM25	VAV2
SPDL1	TUBB2B
ESR2	GANAB
KANSL1	MCRS1
ESR2	MDN1
TRIM25	VCL
ESR2	FAF2
CDC34	SERPINH1
HNRNPL	XYLB
HNRNPL	OXSR1
SMURF1	TOM1
THEM4	FPGS
ESR2	WDR43
MIR18B	ZFR
ESR2	MPRIP
ESR2	EFR3A
PPP1CC	ATAD3A
ESR2	SLC35D1
PFN2	SESTD1
FAM8A1	HERPUD1
GPR21	ELOVL2
SYNCRIP	RPS27A
MIRLET7F2	APOBEC3B
TRIM25	EZR
HNRNPL	USP15
TRIM25	VIPR1
RC3H1	FUS
FOXA1	PAXIP1
MIRLET7B	HNRNPA3
PRPF3	TMOD3
SLX1A	NCOA1
HIST1H3A	ZMYND11
MIR106B	GRSF1
UBE2S	UBE2D3
PRPF3	OLA1
HIST1H1E	ZNF184
LRRTM1	SMPD2
CCHCR1	SPERT
IL17RA	ZNHIT6
CHD4	U2AF1
CD79B	DIPK1A
TGFB1	KIF4A
YAP1	UBQLN1
VPS36	UBB
G3BP1	MTHFD1
LMNA	TCEANC
AURKAIP1	NSUN4
HIST1H2BA	NAP1L4
MIR128-2	HNRNPA0
TRIM14	UNC45A
PIK3CA	CALM1
STK11	IVD
TERT	MAP2K3
FCF1	LYPLA1
PTPRU	EGFR
FBXO7	SET
ESR2	A2ML1
PIK3CA	CCND2
CCT7	UTP18
TES	CDK1
RPL18A	DDX31
RIPK4	IRS4
DENND4C	NADK
ZC3H18	KEAP1
TTC30B	IFT88
PRG3	NAGLU
HIF1AN	ZBTB33
FAM189B	EDA
MIR128-2	SF3B2
HIF1AN	TANK
NDUFS7	ECSIT
NMUR2	ATP11C
ZC3H18	ZC3H11A
EP300	ARRB1
ANTXR2	HS1BP3
SLC7A6OS	SNRNP200
USP13	ACLY
MLH1	MAGEA8
SIGLECL1	IPO9
VWCE	ZNF302
AAR2	TXNDC5
FLRT1	PCDH17
GMCL1	RNASE7
FBXO7	SRSF7
CRBN	RBMXL1
SUPT5H	MAD1L1
EFTUD2	FAM91A1
LAMP1	PLAA
CCDC22	POTEI
OPRM1	PI4KA
HIF1AN	DNAJB6
TCP11L2	ACTA2
RTKN	DENND1A
ESR2	CFAP54
LRP1	GLMP
FGF8	STRBP
UHRF1	HSPA1A
CLU	MAN1A2
WNT7A	TUBA1A
POU5F1	TUBB2B
ESR2	RBM34
CBY1	KIF13B
SIGLECL1	TBC1D22B
SIGLECL1	DEPDC1
LMNA	TMEM267
ESR2	TMCC1
ESR2	KDM1A
FBXO7	CXCL12
MIR16-1	HNRNPM
ESR2	KDM4B
DEFA1	CACNA2D1
ESR2	ZNF292
ESR2	XPO7
GTF3C4	SPAG9
HMGB1	UBE2N
SUCLA2	ZMYND19
ESR2	DAAM1
SBF2	UBA1
CBY1	CLASP1
ZNF598	COPG2
ESR2	CNOT1
SLC39A9	TPST2
PCNA	WRNIP1
LMNA	RGS18
RPL18A	YTHDC2
RPL7	DCAF1
MIR20A	ERAL1
ESR2	EXOSC7
C1R	BIRC2
FHL3	FOS
CHD3	C19orf47
NFATC2	TP53BP1
CHIA	RUFY3
POU5F1	TUBB8
JPH4	DNAJC13
EYA4	SOAT1
CDH5	IQCB1
BBS7	PMS1
PRKCZ	CAVIN1
SLC51A	FAM8A1
MTCH2	INPPL1
SIGLECL1	RADIL
BMP4	FXR2
SPERT	KAT14
DKKL1	RAD51C
DHRS4	NDUFA5
RNF4	VGLL2
RUNX1	RAD18
THAP4	AIFM1
PRG3	RANBP9
KDM1B	KDM1B
RPS8	MRPL11
PTGIR	SLC30A1
STAU1	TARBP2
FOXA1	CSNK1A1
DEFB127	DCTN3
IRGC	METTL7B
MIR18B	LARP7
TRIM14	MLF2
TRIM14	CAND1
CDO1	CAMK1
DKKL1	RAD51B
DKKL1	RAD51D
PCDHGA5	EPHX1
PARK7	PDHA1
PARK7	PDHB
ESR2	AVL9
TBC1D1	KIF13B
GPR156	SULF2
PCDHGA5	EPHB4
ESR2	ZC3H13
ESR2	SIPA1L3
ESR2	CDK19
PTPRG	PALM
WASHC3	BRK1
ESR2	ZNF609
ESR2	WAPL
AGMAT	BTBD1
ESR2	SETX
MIR18B	LARS
ESR2	EMC1
E2F6	TUBA1C
HERC2	HNRNPH1
MIRLET7B	CPSF7
ESR2	UHRF1BP1L
ESR2	MYCBP2
ESR2	VWA8
FOXA1	RALY
ZNF746	SENP3
ESR2	MON2
FOXA1	CSE1L
ACAD9	A2ML1
ACTBL2	ACTA2
CBY1	CRTC1
MANF	BCL2L15
RELA	CDX2
BMP4	RBM39
HNRNPL	BMS1P1
ZNF746	NOC2L
MIRLET7F2	PUM1
ESR2	ZHX3
ZNF746	MRPS34
NUFIP1	ATP6V1C1
MIR138-1	DDX1
MIR138-1	DDX3X
SLX1A	MAP3K21
PTPN3	SRRM2
SLC44A5	MOSPD2
PIGT	RMND5A
CHD4	VDAC1
RPL18	MRPS35
NPRL2	ZBTB5
TRIB2	STK40
ELAVL2	SRSF8
JPH4	MPRIP
ELAVL2	RNPS1
CHD4	VDAC2
ZNF746	PRPF31
ZNF746	UBR5
GNB2	CCT6B
RFX3	PLK1
MIRLET7F1	MSI1
MSH2	FGFR4
CHD4	VIM
FOXA1	COPG1
MIRLET7F2	MATR3
ZNF746	MRPS17
PCDHGC3	CHRNA9
SV2C	VANGL2
KIF2B	COMMD3
MIR107	PUM1
DLD	CPSF6
IKZF1	FOXK2
MIR7-2	SYNCRIP
SCYL2	SARNP
MIR18B	RTCB
FCF1	FLG
DLD	ADRM1
HEXIM1	HIST2H2AB
NAT16	METTL2B
LRRTM1	STIM1
CCT7	TUBD1
RIPK4	CDC7
TRMT2A	PPP6R3
DNASE2B	ARSA
FAM136A	ATP5PD
PTPRT	ATP2A2
MIR106A	LIN28A
NANOG	ACACB
LRIG2	EGFR
DCUN1D2	RNF7
B4GAT1	SNX25
MIR29B2	MSI1
VCP	EPSTI1
HIST1H1E	ZNF668
SPPL2B	TXNDC15
EAF2	AES
RNGTT	LY6G5B
PDHA1	RAB5C
SPINK2	STRN4
HDAC1	WIZ
PDHA1	RAB1A
MAP2K5	ERBB2
ERBB3	LGALS3BP
NEXN	MYO1B
IFT81	IFT52
MDM4	FGFR4
RTKN	LRFN1
SERPINB2	IFT81
UBE2D2	HERC5
IZUMO1	SLC4A7
FBXO7	SLC25A1
IPPK	GPR108
NECTIN4	GLB1
SH3RF2	CENPJ
PDHA1	PYCR1
CACNG5	ZNF142
SPERT	KIF11
ZNF688	CADPS
PDHA1	ABCD3
PRKN	UBE2C
ROR1	DUSP18
MRPL12	MTERF4
CCL14	AMZ2
PIGT	RMND5B
DHRS4	NDUFS2
DHRS4	NDUFS3
NOD2	ALPI
NFIC	MYC
MAEA	RAB8A
COMMD8	COG6
SCN3B	ZNF146
PIH1D1	HNRNPA3
ZNF354C	CALML3
FBXO7	SHMT2
TRIM14	PABPN1
NDRG3	RABAC1
EDEM2	TMTC4
MIR107	AQR
RIOK1	GRWD1
GRIN1	PRKN
FBXO7	SHMT1
HSP90AA1	RRM2
METTL2A	NDUFS6
NFYC	PON3
RPL7	ZBTB24
TRAF3	WDR82
CDC25B	KIF1C
SWSAP1	GAPDHS
CAP2	ACTBL2
CINP	HECTD1
RGS20	MIOS
SPINK2	STRN3
NOP53	TSPYL2
IKZF5	TADA3
SH3BP5L	CARM1
PTGIR	YIPF4
HIST1H1E	KRI1
MIR9-2	DDX21
NFATC2	TFAM
MIR214	HNRNPA3
PTPN3	PTPN3
MLH1	CEP76
COG7	KIFC3
LGALS3BP	TRAPPC9
RPL28	C1QBP
NFYC	PON1
ABCF3	MDFI
VWCE	ITFG2
MIR107	MATR3
ATOH1	YARS2
ASXL1	BMI1
CFTR	MYH7B
RPTOR	UNK
PCDH20	TUBB3
KIF13B	KIF1B
SH3RF3	RALGPS2
TRIM14	NSFL1C
MAGEE2	ARIH1
CTDNEP1	ATP6AP1
HBM	BPIFA1
JPH4	PRRC2C
METTL2A	NDUFS1
HNRNPL	RALGAPA1
XPC	H2AFY
MAPK6	TMEM41B
TRIM14	ZC4H2
PCDHGC3	CD109
MRM3	MTIF2
ADGRG5	SLC19A2
C16orf54	PKP4
MAGEB10	MAGEC2
ZNF428	GTF2I
F9	ACOT9
ZNF746	RAI14
FOXA1	XRN2
ZC3HAV1	PABPC4L
CHD4	XIST
IL12A	RAB3B
TTC9B	HSPA4
CAMK2A	DCTN2
MIR7-2	RBM14
NANOG	CFAP20
FTH1	HAL
AQP2	CREB3
CFTR	CIP2A
LMO2	MEX3D
TSPYL6	TUBB8
FGF3	DNTTIP2
CHD4	XRCC5
FGF8	SDAD1
ESR2	UQCRFS1P1
SDHA	PDZRN3
HERC2	H3F3A
RIPK4	SLC25A12
PDHA1	RARS
RPS14	CENPV
MIR141	YBX2
ATOH1	GFAP
POR	POR
PDHA1	RANGAP1
DLD	SUPT16H
RAB27B	SYTL3
WDR77	TAF15
ASXL1	TUBA1C
LRRC4	XPO4
RAC1	COX6C
HERC2	SRRM1
MIRLET7B	LIN28A
SYCE3	FEM1B
KLHL2	GPRASP2
CIRBP	PRMT5
ZNF669	TRIM28
CDH1	COPG2
NMNAT3	HSPA8
GRHPR	PPIA
DLD	STRAP
RTKN	CGN
PCDH20	TAB1
HERC2	AP3S2
FBXO7	TMED10
RTKN	RPTOR
SDHA	RAB21
CHD4	ZKSCAN1
FOXK2	MTA3
ZNF398	HIST2H2AB
RAD51	UCHL3
FBXO7	MAPRE2
MAPK6	RADX
MAPK6	FOXRED2
HERC2	DDX39A
IL17RA	PLEKHA5
DLD	CDC37
ADAM33	DHFR2
ZIC1	IVL
ZNF746	RPS27L
LGALS9	LRP1
SARNP	ZC3H14
PCDHGC3	EEPD1
ZNF550	TRIM41
IPPK	GPR137
RPL7	RBM19
ZNF688	BLZF1
HEXIM1	ARID1B
FAF1	USP11
ENPP7	RHEB
SH3BP5L	HEXIM1
RPS14	DDX24
DHRS4	NRDC
G3BP1	MOV10
PRKN	FAF1
PRSS2	HSPA5
H2AFX	ELAVL2
SNRPE	PRPF31
CUL4B	DNMT1
TMEM206	NR2F2
CUL4B	DNMT3A
CUL4B	DNMT3B
PCDHGC3	PTPRG
FBXO7	RPS15A
FBXO7	RPS16
CFHR5	CREB3L1
TRIM25	TLE1
RLIM	UBE2K
FBXO7	RPS18
FBXO7	RPS20
FBXO7	RPS24
GPR156	AP2A1
GPR156	AP2A2
GPR156	AP1B1
ZC3H18	CTR9
GDPD5	SCAMP4
MYO6	EPS15L1
TES	CAD
KIF2B	VPS8
NDUFA4	GOLPH3
FBXO7	RPS11
FBXO7	RPS12
ZYX	UBE2N
PDHA1	RBM4
MIR20A	RTCB
MITF	KLHL20
HSPD1	DARS2
PCDHGC3	PAG1
MAPK6	ZNF813
SNRNP27	UBE2T
FBXO7	RPL10
FBXO7	RPL11
KMT5A	CSNK1A1
KMT5A	CSNK1D
FBXO7	RPL17
RUNX1	FIP1L1
TUBB	ARL2
BMP4	EIF4A3
TRIM25	TPI1
TRIM25	TPM2
TNFRSF10A	ABCD4
DENND4C	FAM110B
MTCH2	KRAS
AAR2	RAB1B
FBXO7	RPL21
HARBI1	NAIF1
G3BP1	MKI67
LMNA	SPANXC
MFHAS1	CCDC149
NIN	KLC1
RNGTT	OPRPN
PPP2CB	WDR61
TEX45	HAPLN3
TRIM25	NR2C2
IL13RA2	ENDOD1
FBXO7	RPL3L
H2AFY2	BBX
IZUMO1	CNOT9
FBXO7	RPL6
LMNA	SPANXD
LRRK2	CBLB
WDYHV1	MTG2
VPS51	PSMD9
TES	CALD1
GFAP	INA
TMEM30A	CNNM1
FBXO7	RPL36A
LRRC32	ZDHHC6
FBXO7	RPS2
FBXO7	RPS3
FBXO7	RPS3A
TES	CALU
TRIM25	TNFRSF1A
CDH5	MYO5C
AXIN1	CALCOCO2
LIPG	NRP1
FBXO7	RPN1
FBXO7	RPL26
ZSCAN12	DMKN
DVL2	CCDC36
SNRPF	LSM11
HEXIM1	GATAD2B
NFATC2	UQCRC2
TES	CAPZB
FBXO7	RPL37A
DLD	LDHB
MIRLET7B	NOL6
ERP44	ZFPM1
LRIG1	SCRIB
PKHD1	SMURF2
TRIM25	TOP1
UTP25	MPHOSPH10
NDUFS7	INTS1
FPR2	ATP12A
SLC39A5	CYSTM1
SDC1	EEPD1
PPM1J	CCT5
MIRLET7B	TUT7
FLYWCH2	HSPBP1
FAM136A	RNASEH2A
VDAC1	CKB
STX11	BRK1
DKKL1	HTRA1
LAMP3	FASTKD3
HADHB	C17orf80
FBXO7	RPS6KA3
FBXO7	RPS6KB1
EPPIN	HSPA5
ARIH1	SNX18
LZTS2	AGAP1
LZTS2	AGAP3
CRTAC1	ASPM
TCTN2	TCTN3
TRIM25	TRAPPC10
YBEY	GTPBP8
DKKL1	CBWD1
MIR138-1	DARS
IFT81	IFT172
SLC39A12	ACSL4
WDYHV1	ZNF639
MFSD4A	SLC7A2
SYT1	PGK2
TIGD5	ERICH5
FGF8	IFT74
MTMR7	HAUS1
PNLDC1	TSPAN10
FPR2	ATP2B2
FPR2	ATP2B3
FPR2	ATP2B4
FXR2	DMRTB1
EYA4	SUPT5H
SNW1	RPA1
DPF2	H1F0
DPF2	HIST1H1D
DPF2	HIST1H1E
HNRNPL	WDR27
FBXL13	CCDC198
FCF1	EVPL
TBC1D14	TRAPPC6B
CFTR	CCAR2
DPF2	HIST1H2AD
CCT7	CDC40
SLC25A46	VCP
CDC14B	SUB1
PARK7	PNN
FPR2	ATP5F1B
FEZ1	ZNF638
LAMP1	STK17B
ZNF746	MRPS2
HNRNPL	CERS6
NDUFS3	ACOT13
ZNF746	RPL26L1
RPL37A	RSL24D1
RIPK4	IKBKG
MIR7-2	HNRNPR
SIGLECL1	CD276
RIPK4	PIK3R3
ZNF746	GNL3
UBE2A	RPL12
RPL37A	RPL26L1
DGUOK	FAM9B
MIR29B2	HNRNPM
VASN	THADA
FBXO7	PPP1R17
COMMD10	VPS29
WDR77	FXR1
EFNB3	RTEL1
ZNF746	MRTO4
ZNF71	ZFP62
PEA15	DNAJB1
MME	GLT8D2
FBXO7	RUVBL2
MDM4	MTOR
FGF8	BRIX1
CBY1	KIF1B
HIF1A	PELO
RIPK4	AGPS
HIF1AN	ANKEF1
SRGAP2	GIGYF1
ZC3H18	AQR
DUSP18	PTPN6
IL13RA2	SIK2
FBXO7	SDCCAG8
DUSP23	UBE2M
RIPK4	MADD
PTPRO	RAB34
ZIC1	IMPA2
MIR200B	TAF15
ITGB3	VIM
TRIM44	CCDC151
ASXL1	RPL39
DPF2	HBG1
DEFA1	BCHE
RC3H1	ERH
PFN2	EIF3K
ESR2	WDR66
HIST1H3A	HSPA8
G3BP1	MFAP1
MIR9-1	TENT2
DPF2	HDAC2
IL17RA	USP54
FGF8	NKAPD1
RC3H1	FBL
TMPRSS3	CISD2
MDM2	MSI2
MIRLET7F2	G3BP2
E2F6	HDAC2
RBX1	UBE2E2
MAP2K5	FGFR4
FGF8	NAT10
DPF2	HBB
IL13RA2	LARP4B
ADAMTS4	DICER1
DLD	ATXN10
KANK4	TRAPPC2
TRIM25	TGFBR1
ATOH1	SACS
TRIM25	TGFBR2
MRM3	NDUFS6
TRIM25	TGFB1
COLQ	P3H2
TRIM25	TGM1
ESR2	ANAPC16
FBXO7	RPS25
FBXO7	RPS26
G3BP1	MCM4
FBXO7	RPS27
G3BP1	MCM5
G3BP1	MCM7
LMNA	C16orf58
VTN	RRP1
RPS14	REXO4
RNF4	RBBP6
RNF4	RBBP7
SLC39A12	SLC29A1
NFATC2	HIRA
TRIM25	TIMP2
WDYHV1	ARFGAP3
DEFA1	BMP1
PPM1D	GPI
TRIM25	TIAL1
FBXO7	ACSM3
MIRLET7F1	FAM98A
PPAN	MRPS35
TRIM25	PRDX2
TRIM25	TEAD1
NFATC2	TUFM
TRIM25	TEAD3
MYO6	DCTN1
SDC2	SLC7A3
AAR2	TOMM22
MYO6	DBT
RNF4	RFX1
HSPA5	VIM
TRIM25	NR2F2
FBXO7	S100B
NPRL2	MATR3
MGAT4C	ITGA2
TRIM25	TFRC
SPPL2B	SLC52A2
MIR107	G3BP2
VTN	HAT1
FBXO7	S100A13
DLD	KPNB1
TMPRSS12	ALG9
TRMT2A	USP47
DNAJC8	UBE2N
SLC39A5	TMEM246
PARK7	PPM1B
MPPE1	GALNT7
PHF21A	HAUS6
MOS	MINDY3
HSPA8	SRRM2
PHF21A	TFPT
MYO6	LOC100290337
TMEM63A	PTPN1
NPY2R	GPD2
RNF4	RB1
HMGB1	TUBA3D
HDAC4	SYDE1
PROZ	ACOT9
AAR2	STARD7
VAV1	ACTBL2
MIRLET7F1	MARS
RNF4	RARS
HSPA8	ACOT9
RNF4	RANBP2
CHD4	ZKSCAN8
CUL4B	EEF1A1
RNF4	RANGAP1
MIR107	PTBP3
PARK7	PPIA
UBE2A	RPS9
CD79A	SLC26A6
UBE2A	RPS15A
AAR2	NCLN
STN1	GOLGA2
USP9X	GEMIN2
MIR106B	PDCD11
BMP4	SART1
CD79A	DDX19B
SERPINB2	PPP1R12A
CDC14B	MRPS25
DEFA1	NPC2
EGLN3	PPP1CC
MIR9-3	UTP20
KLHL33	CCT7
KLHL33	CCT4
KLHL33	CCT2
TUBA1C	CCT6B
LAMP2	TTK
EGLN3	PPP2R2A
EPS15L1	DCAF7
MIRLET7F1	ATXN2L
PPP6C	OLA1
MIRLET7A1	YBX3
EGLN3	PPP2CA
EGLN3	PPP2R1A
EGLN3	PPP2R1B
STX11	LRRC1
CDC5L	API5
BECN1	RELA
UPK1A	ATP11C
BBS7	PWP2
BMP4	RPL14
TTC25	TTLL5
HEXIM1	CHCHD2P9
GDI2	C10orf88
MAPKAP1	SRSF12
PTPN11	SLN
RBM34	NVL
MIRLET7A1	KHSRP
NSUN2	MPP6
MTUS2	FYN
RPF1	MRPS5
LNX1	ERC2
RELL1	TCAF2
UBE2L3	CDKN1B
TRIM41	GFM2
SART3	ACAD11
BCL2L11	MTA2
RAB5A	ACSL4
C3AR1	SLC7A2
SNRPE	PRKRIP1
HIST1H1E	YBX2
PPT1	MDH2
GRAP2	COG6
PLK1	TOP2A
MIR21	APOBEC3B
RNF157	MRPL19
PLOD1	ODF2
BATF3	USF1
KIF13B	SH3BP4
MIRLET7G	ZFR
TRIM14	DNAJA4
DIS3	DRG1
TRMT61B	CARS2
FKBPL	PLS1
H2AFX	DKC1
H2AFY2	TRMT1L
EPHA8	ENDOG
EGFR	AHSG
LNX1	MRPL4
COL20A1	PBX2
HSPD1	PUS1
LAMP3	ATL3
SCN3B	BCAP29
CAV1	CUL3
CTNNB1	SET
ANGPTL8	RIPK1
MIR141	ERAL1
EGLN3	WDR92
LNX1	RPS27L
ZNF491	ZG16B
NPY2R	TUBGCP2
CTNNB1	SFPQ
PDHA1	NUP107
UBE2O	CAVIN1
PCBP1	RPLP2
EFNB2	NUS1
PCBP1	RPS2
PCBP1	RPS3A
TNNI2	SIRT1
PCBP1	RPS4X
PCBP1	RPS6
SLC45A2	MID1IP1
NDUFA4	ATP5PD
WDR20	FERMT2
WSB2	ZC3H14
TPCN2	RNF149
PCBP1	RPL31
PCBP1	RPL35A
CDKN2C	CCNE1
NIT1	NARS2
CDC34	PARP1
WDR34	CCT6A
NDUFA4	TIMM44
PCBP1	RPLP0
ERRFI1	NEU1
SPPL2B	SURF4
NDUFA4	TOMM40
NANOG	RPE
PCBP1	RPL18
PCBP1	RPL18A
TMEM30A	CYB5R1
PCBP1	RPL19
COG6	AMOTL1
TTC30A	IFT74
LBHD1	OBSL1
TACR1	RDH14
EGLN3	PPM1G
PCBP1	RPL24
ZNF331	LRP4
PCBP1	RPL26
HSPBP1	MKLN1
EGLN3	PPP1CA
PCBP1	RPL27
PCBP1	RPL30
PCBP1	RPL27A
PCBP1	RPL28
PCBP1	RPL6
PCBP1	RPL7
NCAPD3	GAPDHS
MIRLET7F1	MYEF2
STX11	SIKE1
PCBP1	RPL3
CBX1	RING1
PCBP1	RPL4
PCBP1	RPL5
PCBP1	RPL15
MTF1	HNRNPA1L2
H3F3A	PPP1CA
PIK3CA	ARAF
PCBP1	RPL7A
PCBP1	RPL8
PCBP1	RPL9
PCBP1	RPL10
PCBP1	RPL11
PCBP1	RPL12
TRUB2	TIMM50
NANOG	RPL38
DPF2	FAM76B
EGLN3	PPAT
CPSF4	CSTF2
ZIC1	HAL
WNT7A	WNT5A
RRS1	MRPL32
WNT7A	WNT7B
TXLNA	IFT74
IPPK	TMEM11
EGLN3	PPM1B
MAPK6	ATAD3A
MIR18A	MSI2
MAPK6	FANCI
TRMT2A	PPP6R2
RNF4	GDPD1
RRS1	MRPS9
ZSCAN29	MAD2L1BP
USP37	POGZ
MIR9-2	ADARB1
RNF123	FAM47A
IL6R	FANCB
MIR20B	PUF60
HTR3A	TMEM63A
RASSF1	ITCH
EGLN3	POLD1
EGLN3	POLE
MTMR4	ACAD11
G3BP1	NUP98
STMN4	TRAPPC1
SLC7A1	MGAT5
MAP2K3	TARDBP
SNRPF	RNPC3
ZNF2	ZSCAN25
EGLN3	POLR2L
STK11	HSP90AA4P
RPF1	UPF1
STK11	HSP90AB3P
C9orf72	RAB8B
IZUMO1	CRACR2A
EGLN3	POLR2A
EGLN3	POLR2B
EGLN3	POLR2C
MIR92A2	SPOUT1
EGLN3	POLR2E
MIR9-1	EPRS
MIR92A2	RTCB
EGLN3	POLR2H
BECN1	RAF1
ZNF638	FAM110A
LARP7	HSP90AA1
MIR128-1	ATXN2
LARP7	HSP90AA4P
LARP7	HSP90AA2P
FGF8	NOL8
LARP7	HSP90AB1
DEFA1	CNPY3
LARP7	HSP90AB3P
FGF8	PTCD3
LARP7	HSPD1
CTNNB1	SEC13
CCDC103	KLK10
UXS1	SPSB3
FAM136A	CDYL
MIR107	AIMP1
CDK15	EVPL
LARP7	HSPE1
CDH19	MARK2
MIR15A	PRMT1
MGME1	TRIM45
PTGIR	UGCG
CDC25C	SRSF12
LARP7	HSPA1A
LARP7	HSPA1L
LARP7	HSPA2
LARP7	HSPA4
LARP7	HSPA5
EGLN3	LGMN
ADCK5	ADCK5
MCPH1	ACTG1
MAPK6	CEP55
C6orf141	KIAA1671
LARP7	HSPA6
LARP7	HSPA7
LARP7	HSPA8
LARP7	HSPA9
SDC2	HADHA
SDC2	HADHB
IQGAP1	IPO7
EGFL6	SORL1
PPEF1	GLUD1
RNF4	ZNF283
TRIM25	UBE2Q2P2
TNFRSF19	ZDHHC17
ATXN3	SEH1L
ST8SIA3	YTHDF1
FOXN2	RFX2
MIR221	RBM14
MAPK6	RIF1
CD1E	C1QL1
DYNLL2	SHMT2
LARP7	IARS
MCOLN3	PXYLP1
MAPK8IP1	TUBB3
TXNDC12	TUBGCP6
FGF8	IFT57
CES3	TMTC4
KDM1A	GRIPAP1
CDC14A	NEFL
CLEC3A	CLN5
WDR60	ZRANB2
CS	ANXA5
DCAF4L2	LOC100290337
TRAFD1	NAA15
PPP5C	PRPF8
KCNC4	NUS1
CRP	UBR3
DEF8	KDM5C
RPA2	LNX2
SLCO6A1	PTPN1
MIRLET7G	LARP7
CASK	PRPF3
B4GALT4	SDF2L1
HMGB1	CXCR4
PHOSPHO1	KHSRP
C16orf87	MIER2
C6orf203	MRPL53
COQ9	ROMO1
LRRK1	C11orf52
CFTR	ACTR3B
EMSY	EMSY
LARP7	MRPL58
PSMB2	PSME2
SCN3B	CENPN
MIR18B	YBX2
HSPD1	ACSF2
ANGPTL8	SQSTM1
EPHA7	DUSP26
ADGRG5	NUS1
MIR21	PUM1
SLC5A8	DAD1
SCOC	RBBP8
API5	CALM1
UBXN2A	UBXN10
SLC17A2	SLC29A1
MIRLET7G	LARS
CDH1	POF1B
MGAT4C	LDLR
TNFRSF19	NEDD4L
AXIN1	ETV6
PTPRN	COX2
MIR221	SYNCRIP
EPHB6	LOC100290651
PTPRJ	C1orf226
MIR20B	PDCD11
KCNS3	PIGA
XAF1	TRAF2
RALBP1	CREBZF
SLC9A3R2	CTNNA1
SNRNP27	PAPSS1
SLC9A3R2	CTNNB1
TRIM69	RRM1
ELAVL2	PPIE
TRMT2A	FEZ2
DUSP8	PSMD10
MYCL	CTU2
SLCO6A1	PSMD11
CDCP1	LRFN1
WSB2	SNIP1
CEPT1	RBM6
PSMB2	PSMB2
RSBN1	RBM34
FNIP2	GABARAP
DUSP16	HIGD1A
FZD10	RINT1
TRIM11	MARK1
PTPRK	PEAK1
IKBIP	EXOC4
AVIL	RICTOR
TAF6L	HSPA8
CDC34	ACSF3
FBXO7	MRPS14
ELAVL2	SYNCRIP
BCHE	NOP10
CDC34	ALDOC
ATP5F1B	ATP8
EMD	ZFP64
TNIK	TRAF6
ESRRB	TUBA1C
YIPF3	WFS1
RNF123	MAGEB6
CDC34	ALDOA
NANOG	RNF2
SPATA24	STXBP2
USP37	SPEN
EGLN3	PRKDC
PSG8	TCTN1
EFHC1	HAUS1
USP37	SNRNP200
UBE3A	UBA2
UBE3A	SAE1
GPATCH2L	NEFH
SKP1	RBM14
EGLN3	PRKAR1A
AFG1L	PMPCB
EHMT2	AIFM1
EGLN3	PRKAR1B
EGLN3	PRKAR2A
ZNF324B	DGCR8
STX3	EXOC6
FANCA	NEK2
TCF7L2	XIAP
MIR106B	FUS
PRICKLE3	FARP2
UBXN8	ATP2B2
UBXN8	ATP4A
ICOS	PIK3R1
TEAD2	TEAD1
LIMA1	HDAC7
MCPH1	MCM5
COL1A2	KCNIP4
PTPN6	RPF2
MIR15A	IARS
UBE3A	GNE
SKP1	NDC80
SNRPF	RBM22
RDH11	ESYT1
ALPK1	SCGB1D2
IMPDH1	NDUFC2
ZNF354C	ASS1
PSG8	FAT4
AATK	PPM1F
EGLN3	PPP6C
